episode,avg_score_7rounds,total_score,num_jokers,avg_score_50,joker_ids
32000,185979.57142857142,1301857.0,5,702796.1857142858,"[2, 16, 22, 5, 27]"
32050,234288.57142857142,1640020.0,5,799024.1171428572,"[27, 5, 23, 10, 15]"
32100,38661.71428571428,270632.0,5,708949.4085714286,"[10, 28, 22, 15, 2]"
32150,828335.1428571428,5798346.0,5,556929.8514285714,"[27, 12, 13, 2, 24]"
32200,27526.0,192682.0,5,544019.9285714286,"[1, 27, 18, 4, 17]"
32250,183893.57142857142,1287255.0,5,677403.2571428572,"[24, 20, 2, 3, 27]"
32300,321784.5714285714,2252492.0,5,599782.7285714286,"[11, 23, 27, 17, 26]"
32350,69894.71428571429,489263.0,5,491989.14285714284,"[27, 26, 8, 19, 0]"
32400,822869.5714285715,5760087.0,5,568847.6314285714,"[17, 15, 22, 24, 27]"
32450,41877.857142857145,293145.0,5,643289.3257142857,"[2, 17, 11, 10, 27]"
32500,1553.857142857143,10877.0,5,754626.3171428571,"[29, 17, 25, 11, 28]"
32550,38391.857142857145,268743.0,5,615046.0514285715,"[19, 26, 3, 27, 25]"
32600,73505.42857142857,514538.0,5,450690.5428571429,"[15, 3, 10, 22, 17]"
32650,25875.428571428572,181128.0,5,840350.9114285713,"[25, 21, 13, 27, 18]"
32700,62724.42857142857,439071.0,5,496469.2657142857,"[16, 1, 5, 24, 28]"
32750,2814077.0,19698539.0,5,818621.3171428571,"[27, 19, 24, 26, 17]"
32800,80184.14285714286,561289.0,5,769185.5685714287,"[16, 17, 28, 27, 20]"
32850,2968771.5714285714,20781401.0,5,716808.9371428571,"[24, 27, 0, 3, 28]"
32900,178097.0,1246679.0,5,583536.4714285715,"[17, 3, 24, 15, 10]"
32950,11464.857142857143,80254.0,5,564278.9685714286,"[4, 21, 18, 26, 24]"
33000,1972.142857142857,13805.0,5,575225.1257142856,"[26, 7, 8, 23, 15]"
33050,2338.8571428571427,16372.0,5,619431.5028571428,"[2, 29, 19, 14, 10]"
33100,5277798.285714285,36944588.0,5,609136.5228571428,"[27, 24, 29, 17, 11]"
33150,38107.71428571428,266754.0,5,359386.12857142853,"[24, 19, 5, 14, 17]"
33200,5607277.571428572,39250943.0,5,1148140.362857143,"[16, 27, 24, 3, 15]"
33250,23785.85714285714,166501.0,5,762973.8200000002,"[25, 5, 14, 10, 27]"
33300,1744209.142857143,12209464.0,5,638942.4028571427,"[24, 28, 11, 27, 26]"
33350,2341.5714285714284,16391.0,5,404520.0028571429,"[28, 11, 18, 2, 20]"
33400,58929.142857142855,412504.0,5,527345.5714285714,"[17, 27, 8, 4, 6]"
33450,225757.42857142858,1580302.0,5,732883.5171428572,"[24, 18, 11, 27, 6]"
33500,11552.42857142857,80867.0,5,835806.7685714286,"[8, 1, 4, 10, 27]"
33550,61177.857142857145,428245.0,5,647462.5085714287,"[9, 22, 16, 24, 10]"
33600,40164.57142857143,281152.0,5,774871.4000000001,"[11, 10, 18, 24, 21]"
33650,29917.85714285714,209425.0,5,398347.37428571435,"[21, 20, 5, 10, 7]"
33700,165133.7142857143,1155936.0,5,797568.3257142857,"[27, 1, 15, 18, 22]"
33750,191189.0,1338323.0,5,846941.2599999999,"[25, 22, 27, 16, 5]"
33800,365130.4285714286,2555913.0,5,731627.2628571427,"[24, 25, 23, 27, 22]"
33850,1467009.857142857,10269069.0,5,545991.2714285715,"[24, 11, 22, 27, 2]"
33900,82899.42857142857,580296.0,5,691602.9285714285,"[4, 15, 24, 14, 0]"
33950,187467.85714285713,1312275.0,5,544690.9028571428,"[22, 17, 16, 10, 24]"
34000,2070835.857142857,14495851.0,5,639857.0657142856,"[17, 15, 24, 27, 18]"
34050,172658.14285714287,1208607.0,5,707997.9457142857,"[20, 22, 3, 28, 27]"
34100,7932.142857142857,55525.0,5,886523.4914285715,"[10, 11, 29, 24, 2]"
34150,50375.857142857145,352631.0,5,903166.5571428571,"[17, 10, 22, 24, 20]"
34200,96861.42857142857,678030.0,5,707377.2885714286,"[27, 16, 8, 17, 5]"
34250,7458424.428571428,52208971.0,5,874436.4857142859,"[24, 27, 2, 22, 0]"
34300,8415.714285714286,58910.0,5,683668.9714285715,"[10, 23, 13, 8, 29]"
34350,6453316.285714285,45173214.0,5,791439.2742857144,"[24, 27, 10, 3, 5]"
34400,185986.85714285713,1301908.0,5,620594.42,"[21, 10, 27, 14, 20]"
34450,1316518.5714285714,9215630.0,5,958696.8114285715,"[1, 24, 23, 27, 11]"
34500,153358.42857142858,1073509.0,5,727815.2571428572,"[27, 1, 4, 20, 16]"
34550,424463.28571428574,2971243.0,5,734128.697142857,"[22, 17, 1, 4, 27]"
34600,2888990.8571428573,20222936.0,5,1368038.217142857,"[17, 7, 23, 27, 24]"
34650,32487.85714285714,227415.0,5,880523.5657142858,"[16, 11, 19, 2, 24]"
34700,62265.0,435855.0,5,580185.6428571428,"[23, 24, 16, 29, 10]"
34750,105531.42857142857,738720.0,5,488414.3514285715,"[24, 3, 26, 12, 23]"
34800,17367.571428571428,121573.0,5,484049.66285714286,"[11, 4, 19, 16, 24]"
34850,2941853.714285714,20592976.0,5,496797.7485714286,"[24, 27, 5, 18, 17]"
34900,110944.28571428571,776610.0,5,490036.9428571429,"[17, 22, 24, 16, 11]"
34950,74376.0,520632.0,5,531081.6828571429,"[22, 10, 24, 9, 13]"
35000,1658277.2857142857,11607941.0,5,633058.4171428571,"[23, 11, 19, 27, 24]"
35050,179814.57142857142,1258702.0,5,836673.2942857142,"[24, 22, 14, 26, 21]"
35100,962175.0,6735225.0,5,733648.4314285715,"[23, 27, 16, 22, 18]"
35150,18195.14285714286,127366.0,5,635601.3457142856,"[24, 20, 1, 4, 23]"
35200,12405.142857142857,86836.0,5,726568.057142857,"[22, 15, 12, 0, 10]"
35250,110808.57142857143,775660.0,5,718980.1685714286,"[27, 13, 15, 4, 24]"
35300,22938.85714285714,160572.0,5,1079535.2057142856,"[14, 24, 22, 18, 23]"
35350,865854.4285714285,6060981.0,5,608655.9742857142,"[16, 26, 23, 24, 27]"
35400,159174.0,1114218.0,5,657168.4571428571,"[22, 26, 0, 25, 7]"
35450,12994.0,90958.0,5,664647.6057142857,"[5, 1, 16, 10, 26]"
35500,122656.14285714286,858593.0,5,941259.7828571427,"[22, 16, 17, 25, 24]"
35550,2491801.0,17442607.0,5,678438.8942857144,"[24, 23, 22, 27, 28]"
35600,27381.14285714286,191668.0,5,396971.0228571429,"[14, 22, 5, 19, 24]"
35650,3448343.714285714,24138406.0,5,677289.5714285715,"[27, 18, 24, 28, 14]"
35700,296359.28571428574,2074515.0,5,905126.6857142858,"[23, 27, 15, 25, 17]"
35750,4446043.571428572,31122305.0,5,726017.2057142857,"[24, 18, 16, 27, 2]"
35800,50529.857142857145,353709.0,4,569448.84,"[28, 10, 27, 9]"
35850,316816.0,2217712.0,5,676793.6285714285,"[27, 23, 11, 9, 17]"
35900,20895.571428571428,146269.0,5,700122.1028571428,"[23, 16, 22, 17, 24]"
35950,48046.71428571428,336327.0,5,771234.2400000001,"[24, 0, 26, 16, 10]"
36000,3922766.8571428573,27459368.0,5,628533.1628571427,"[27, 10, 24, 13, 1]"
36050,101415.0,709905.0,5,1238891.6742857143,"[2, 10, 20, 27, 16]"
36100,30793.0,215551.0,5,738733.0657142857,"[16, 24, 2, 8, 22]"
36150,61487.57142857143,430413.0,5,867266.8285714287,"[17, 15, 24, 22, 3]"
36200,8191.857142857143,57343.0,5,552849.9628571428,"[26, 2, 10, 3, 13]"
36250,1765461.0,12358227.0,5,785506.4342857143,"[10, 7, 22, 26, 27]"
36300,55522.57142857143,388658.0,5,641825.8114285715,"[14, 8, 3, 10, 26]"
36350,21787.85714285714,152515.0,5,567617.1085714286,"[20, 26, 12, 5, 27]"
36400,54828.28571428572,383798.0,5,642594.6771428571,"[23, 24, 10, 16, 13]"
36450,2786915.4285714286,19508408.0,5,915704.1800000002,"[27, 28, 8, 24, 0]"
36500,58726.28571428572,411084.0,5,835403.317142857,"[17, 16, 3, 19, 0]"
36550,1071202.2857142857,7498416.0,5,846655.8457142856,"[15, 6, 24, 27, 12]"
36600,5977.0,41839.0,5,848287.0685714287,"[14, 22, 11, 24, 2]"
36650,3542.285714285714,24796.0,5,445734.9885714286,"[23, 8, 24, 19, 22]"
36700,1120.4285714285713,7843.0,5,990953.32,"[1, 23, 22, 12, 11]"
36750,2719647.4285714286,19037532.0,5,707556.5857142857,"[24, 7, 27, 29, 15]"
36800,4155678.8571428573,29089752.0,5,905119.9114285714,"[27, 21, 24, 13, 2]"
36850,170328.14285714287,1192297.0,5,520874.5228571429,"[15, 4, 14, 24, 22]"
36900,107740.42857142857,754183.0,5,722795.7057142855,"[24, 10, 3, 1, 28]"
36950,83186.57142857143,582306.0,5,609759.7428571429,"[2, 24, 15, 18, 10]"
37000,2894.0,20258.0,5,883190.7171428573,"[16, 0, 14, 17, 28]"
37050,4164.714285714285,29153.0,5,833704.0114285713,"[20, 16, 10, 17, 26]"
37100,130234.42857142857,911641.0,5,961191.54,"[10, 24, 20, 19, 18]"
37150,879614.4285714285,6157301.0,5,707514.1085714285,"[27, 9, 28, 23, 24]"
37200,11187.857142857143,78315.0,5,690936.9514285715,"[3, 12, 8, 5, 27]"
37250,1672539.142857143,11707774.0,5,1108320.2999999998,"[22, 11, 24, 8, 27]"
37300,36383.142857142855,254682.0,5,774542.1114285714,"[26, 18, 13, 7, 27]"
37350,166458.2857142857,1165208.0,5,820228.6485714285,"[16, 25, 22, 26, 27]"
37400,2934514.5714285714,20541602.0,5,901386.8885714286,"[16, 27, 24, 12, 1]"
37450,8354.142857142857,58479.0,5,513185.5285714285,"[15, 21, 16, 22, 23]"
37500,1910.4285714285713,13373.0,5,712123.9685714286,"[1, 22, 9, 8, 11]"
37550,204184.85714285713,1429294.0,5,811252.5685714287,"[26, 27, 28, 0, 16]"
37600,499688.4285714286,3497819.0,5,891322.1057142856,"[16, 18, 27, 22, 24]"
37650,1878267.857142857,13147875.0,5,680646.0514285713,"[27, 9, 16, 24, 21]"
37700,1826507.0,12785549.0,5,630693.3771428572,"[27, 19, 22, 10, 24]"
37750,137517.57142857142,962623.0,5,556371.9971428572,"[22, 28, 17, 24, 16]"
37800,721870.8571428572,5053096.0,5,774433.62,"[15, 11, 27, 24, 13]"
37850,3043.0,21301.0,5,583659.7342857143,"[11, 28, 26, 10, 13]"
37900,127014.0,889098.0,5,864510.282857143,"[17, 2, 15, 29, 24]"
37950,579930.1428571428,4059511.0,5,818727.7685714285,"[23, 14, 15, 22, 5]"
38000,72654.57142857143,508582.0,5,551026.8657142856,"[17, 22, 7, 10, 27]"
38050,28929.14285714286,202504.0,5,590942.8171428571,"[11, 17, 3, 0, 27]"
38100,209247.7142857143,1464734.0,5,688455.1942857142,"[16, 27, 22, 2, 8]"
38150,822486.1428571428,5757403.0,5,492758.1057142857,"[27, 7, 17, 16, 24]"
38200,30671.85714285714,214703.0,5,471985.4142857143,"[22, 24, 23, 14, 16]"
38250,14581.714285714286,102072.0,5,735005.6885714286,"[16, 19, 6, 28, 12]"
38300,10776.0,75432.0,5,734260.1971428571,"[25, 22, 10, 20, 4]"
38350,669286.8571428572,4685008.0,5,777497.5657142858,"[22, 27, 4, 2, 16]"
38400,55645.42857142857,389518.0,5,445072.26000000007,"[10, 17, 27, 6, 0]"
38450,539473.4285714285,3776314.0,5,566721.5971428572,"[17, 22, 16, 27, 24]"
38500,14997.857142857143,104985.0,5,729942.8971428572,"[16, 23, 24, 5, 15]"
38550,698479.4285714285,4889356.0,5,548272.5828571429,"[24, 15, 28, 12, 27]"
38600,1625845.142857143,11380916.0,5,669601.9885714286,"[23, 28, 27, 24, 13]"
38650,2466125.0,17262875.0,5,1263870.4114285714,"[27, 22, 28, 24, 9]"
38700,1376991.857142857,9638943.0,5,1014667.1314285715,"[27, 5, 22, 3, 24]"
38750,50621.71428571428,354352.0,5,324752.93428571435,"[22, 0, 18, 20, 27]"
38800,54689.0,382823.0,5,482040.63428571424,"[24, 23, 26, 17, 12]"
38850,27179.85714285714,190259.0,5,672413.4228571429,"[0, 27, 7, 5, 1]"
38900,3125759.8571428573,21880319.0,5,997741.442857143,"[15, 24, 1, 3, 27]"
38950,95073.0,665511.0,5,499684.02571428573,"[5, 16, 15, 27, 20]"
39000,32167.285714285714,225171.0,5,619413.5485714286,"[22, 3, 11, 27, 20]"
39050,461245.5714285714,3228719.0,5,773885.0714285715,"[22, 20, 27, 26, 10]"
39100,205777.14285714287,1440440.0,5,741286.1857142857,"[27, 18, 15, 23, 1]"
39150,538360.2857142857,3768522.0,5,571653.18,"[27, 22, 9, 16, 2]"
39200,15442.42857142857,108097.0,5,429034.0314285715,"[24, 14, 17, 22, 23]"
39250,33142.857142857145,232000.0,5,588212.9771428572,"[28, 8, 26, 23, 22]"
39300,2595040.0,18165280.0,5,648932.5457142857,"[23, 18, 24, 7, 27]"
39350,146140.85714285713,1022986.0,5,816298.9085714284,"[27, 5, 17, 15, 22]"
39400,62503.42857142857,437524.0,5,387870.6828571428,"[25, 24, 0, 22, 16]"
39450,1459927.7142857143,10219494.0,5,500898.7114285713,"[2, 27, 24, 15, 9]"
39500,13103.57142857143,91725.0,5,926775.3142857142,"[7, 21, 16, 15, 12]"
39550,788580.2857142857,5520062.0,5,579036.1857142858,"[6, 22, 27, 9, 7]"
39600,1540325.4285714286,10782278.0,5,815511.3514285714,"[17, 2, 22, 27, 24]"
39650,42091.42857142857,294640.0,5,773656.3971428572,"[28, 15, 27, 13, 17]"
39700,1780226.2857142857,12461584.0,5,780155.18,"[17, 14, 24, 22, 27]"
39750,60689.0,424823.0,4,531349.6914285715,"[27, 25, 13, 5]"
39800,2776390.8571428573,19434736.0,5,889138.9742857143,"[14, 24, 27, 15, 5]"
39850,53823.28571428572,376763.0,5,588329.8114285715,"[16, 20, 18, 0, 27]"
39900,851548.4285714285,5960839.0,5,583420.6085714285,"[22, 24, 23, 1, 27]"
39950,20516.14285714286,143613.0,5,779329.9542857143,"[2, 15, 26, 8, 27]"
40000,7256.428571428572,50795.0,5,783791.5542857142,"[24, 8, 22, 15, 3]"
