episode,t,action,reward,remaining_plays,remaining_discards,hand_before,cards,deck_remaining,advantage
71,1,play,48.0,4,3,"[""7S"", ""7D"", ""9S"", ""8H"", ""13H"", ""12H"", ""10D"", ""5C""]","[""7S"", ""7D"", ""9S"", ""8H"", ""13H"", ""12H"", ""10D"", ""5C""]","[""1H"", ""2H"", ""3H"", ""6H"", ""7H"", ""10H"", ""1D"", ""2D"", ""3D"", ""5D"", ""6D"", ""8D"", ""9D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""10S"", ""11S""]",-119.07620697021486
71,2,play,36.0,3,3,"[""3C"", ""9H"", ""13S"", ""12S"", ""4D"", ""5H"", ""11H"", ""4H""]","[""3C"", ""9H"", ""13S"", ""12S"", ""4D"", ""5H"", ""11H"", ""4H""]","[""1H"", ""2H"", ""3H"", ""6H"", ""7H"", ""1D"", ""3D"", ""5D"", ""6D"", ""8D"", ""9D"", ""11D"", ""1C"", ""2C"", ""4C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""10S"", ""11S""]",-71.43959075927734
71,3,play,116.0,2,3,"[""6S"", ""2D"", ""12D"", ""8S"", ""13D"", ""13C"", ""10H"", ""6C""]","[""6S"", ""2D"", ""12D"", ""8S"", ""13D"", ""13C"", ""10H"", ""6C""]","[""1H"", ""2H"", ""3H"", ""6H"", ""1D"", ""3D"", ""9D"", ""11D"", ""1C"", ""2C"", ""4C"", ""8C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""11S""]",3.0920671081543105
71,4,play,280.0,1,3,"[""5D"", ""7C"", ""7H"", ""10S"", ""9C"", ""5S"", ""8D"", ""6D""]","[""5D"", ""7C"", ""7H"", ""10S"", ""9C"", ""5S"", ""8D"", ""6D""]","[""2H"", ""3H"", ""6H"", ""9D"", ""11D"", ""1C"", ""2C"", ""4C"", ""11C"", ""1S"", ""2S"", ""4S""]",129.57622840881345
71,5,play,56.0,0,3,"[""12C"", ""1H"", ""1D"", ""3D"", ""8C"", ""10C"", ""3S"", ""11S""]","[""12C"", ""1H"", ""1D"", ""3D"", ""8C"", ""10C"", ""3S"", ""11S""]","[""2H"", ""9D"", ""1S"", ""2S""]",-26.89000701904297
72,1,play,18.0,4,3,"[""12C"", ""6H"", ""13H"", ""1S"", ""10S"", ""8S"", ""9S"", ""4H""]","[""12C"", ""6H"", ""13H"", ""1S"", ""10S"", ""8S"", ""9S"", ""4H""]","[""1H"", ""2H"", ""5H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""2D"", ""3D"", ""4D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""11C"", ""13C"", ""2S"", ""4S"", ""5S"", ""6S"", ""7S"", ""11S"", ""12S"", ""13S""]",-130.47358154296876
72,2,play,117.0,3,3,"[""3H"", ""12H"", ""5D"", ""3S"", ""1D"", ""3C"", ""10C"", ""11D""]","[""3H"", ""12H"", ""5D"", ""3S"", ""1D"", ""3C"", ""10C"", ""11D""]","[""2H"", ""5H"", ""7H"", ""8H"", ""9H"", ""2D"", ""3D"", ""4D"", ""6D"", ""8D"", ""9D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""7C"", ""8C"", ""9C"", ""13C"", ""4S"", ""5S"", ""6S"", ""7S"", ""11S"", ""12S"", ""13S""]",23.385622558593752
72,3,play,64.0,2,3,"[""11H"", ""11C"", ""6C"", ""2S"", ""5C"", ""10H"", ""7D"", ""1H""]","[""11H"", ""11C"", ""6C"", ""2S"", ""5C"", ""10H"", ""7D"", ""1H""]","[""2H"", ""7H"", ""8H"", ""9H"", ""2D"", ""3D"", ""4D"", ""8D"", ""10D"", ""1C"", ""2C"", ""4C"", ""7C"", ""8C"", ""9C"", ""13C"", ""5S"", ""6S"", ""11S"", ""13S""]",-51.48617355346681
72,4,play,68.0,1,3,"[""13D"", ""4S"", ""6D"", ""5H"", ""9D"", ""7S"", ""12S"", ""12D""]","[""13D"", ""4S"", ""6D"", ""5H"", ""9D"", ""7S"", ""12S"", ""12D""]","[""8H"", ""2D"", ""3D"", ""4D"", ""2C"", ""4C"", ""7C"", ""8C"", ""9C"", ""5S"", ""11S"", ""13S""]",-68.96122138977051
72,5,play,280.0,0,3,"[""13C"", ""8D"", ""7H"", ""2H"", ""1C"", ""10D"", ""9H"", ""6S""]","[""13C"", ""8D"", ""7H"", ""2H"", ""1C"", ""10D"", ""9H"", ""6S""]","[""4D"", ""8C"", ""9C"", ""5S""]",162.79097747802734
73,1,play,48.0,4,3,"[""11S"", ""7D"", ""13C"", ""4D"", ""3S"", ""7C"", ""2S"", ""8S""]","[""11S"", ""7D"", ""13C"", ""4D"", ""3S"", ""7C"", ""2S"", ""8S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""1D"", ""2D"", ""3D"", ""5D"", ""6D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""8C"", ""10C"", ""4S"", ""5S"", ""6S"", ""7S"", ""9S"", ""12S"", ""13S""]",-64.41190460205075
73,2,play,340.0,3,3,"[""10S"", ""4C"", ""9C"", ""1S"", ""12C"", ""13H"", ""11C"", ""1C""]","[""10S"", ""4C"", ""9C"", ""1S"", ""12C"", ""13H"", ""11C"", ""1C""]","[""1H"", ""4H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""2D"", ""5D"", ""6D"", ""8D"", ""11D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""8C"", ""10C"", ""4S"", ""5S"", ""6S"", ""7S"", ""9S"", ""12S"", ""13S""]",187.5578408813476
73,3,play,280.0,2,3,"[""10D"", ""2H"", ""3H"", ""12D"", ""5H"", ""3D"", ""9D"", ""1D""]","[""10D"", ""2H"", ""3H"", ""12D"", ""5H"", ""3D"", ""9D"", ""1D""]","[""1H"", ""4H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""2D"", ""5D"", ""6D"", ""11D"", ""3C"", ""5C"", ""6C"", ""8C"", ""10C"", ""5S"", ""9S"", ""12S"", ""13S""]",189.77193496704103
73,4,play,18.0,1,3,"[""12H"", ""2C"", ""8D"", ""6S"", ""7S"", ""9H"", ""13D"", ""4S""]","[""12H"", ""2C"", ""8D"", ""6S"", ""7S"", ""9H"", ""13D"", ""4S""]","[""1H"", ""4H"", ""6H"", ""10H"", ""11H"", ""2D"", ""5D"", ""3C"", ""5C"", ""10C"", ""9S"", ""13S""]",-90.14838623046876
73,5,play,96.0,0,3,"[""11D"", ""5S"", ""8C"", ""8H"", ""7H"", ""12S"", ""6C"", ""6D""]","[""11D"", ""5S"", ""8C"", ""8H"", ""7H"", ""12S"", ""6C"", ""6D""]","[""4H"", ""6H"", ""5C"", ""13S""]",-42.28985595703125
74,1,play,76.0,4,3,"[""5S"", ""4C"", ""5D"", ""7C"", ""4S"", ""12S"", ""13C"", ""10C""]","[""5S"", ""4C"", ""5D"", ""7C"", ""4S"", ""12S"", ""13C"", ""10C""]","[""2H"", ""3H"", ""4H"", ""5H"", ""7H"", ""8H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""8D"", ""10D"", ""12D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""8C"", ""9C"", ""12C"", ""1S"", ""2S"", ""3S"", ""6S"", ""7S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",-54.64350128173828
74,2,play,300.0,3,3,"[""1H"", ""11D"", ""11H"", ""6H"", ""1C"", ""9D"", ""4D"", ""11C""]","[""1H"", ""11D"", ""11H"", ""6H"", ""1C"", ""9D"", ""4D"", ""11C""]","[""2H"", ""3H"", ""4H"", ""7H"", ""9H"", ""12H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""10D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""8C"", ""9C"", ""1S"", ""2S"", ""3S"", ""6S"", ""7S"", ""8S"", ""9S"", ""10S"", ""13S""]",218.6383489990235
74,3,play,120.0,2,3,"[""8D"", ""5H"", ""12C"", ""13H"", ""12D"", ""8H"", ""11S"", ""10H""]","[""8D"", ""5H"", ""12C"", ""13H"", ""12D"", ""8H"", ""11S"", ""10H""]","[""3H"", ""9H"", ""1D"", ""2D"", ""3D"", ""6D"", ""7D"", ""10D"", ""13D"", ""2C"", ""5C"", ""8C"", ""9C"", ""1S"", ""3S"", ""6S"", ""8S"", ""9S"", ""10S"", ""13S""]",-74.10730453491215
74,4,play,76.0,1,3,"[""2H"", ""12H"", ""3C"", ""4H"", ""7H"", ""2S"", ""7S"", ""6C""]","[""2H"", ""12H"", ""3C"", ""4H"", ""7H"", ""2S"", ""7S"", ""6C""]","[""3H"", ""3D"", ""7D"", ""10D"", ""13D"", ""2C"", ""5C"", ""9C"", ""3S"", ""6S"", ""9S"", ""10S""]",-14.174849014282245
74,5,play,76.0,0,3,"[""2D"", ""1D"", ""8S"", ""6D"", ""8C"", ""1S"", ""13S"", ""9H""]","[""2D"", ""1D"", ""8S"", ""6D"", ""8C"", ""1S"", ""13S"", ""9H""]","[""3H"", ""3D"", ""13D"", ""2C""]",-26.85706329345703
75,1,play,124.0,4,3,"[""10H"", ""10D"", ""13H"", ""9S"", ""9D"", ""11S"", ""1C"", ""11C""]","[""10H"", ""10D"", ""13H"", ""9S"", ""9D"", ""11S"", ""1C"", ""11C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""11H"", ""12H"", ""1D"", ""3D"", ""4D"", ""5D"", ""8D"", ""12D"", ""13D"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""12S"", ""13S""]",-29.003919372558585
75,2,play,153.0,3,3,"[""7S"", ""7H"", ""6D"", ""9C"", ""10S"", ""7D"", ""11D"", ""2D""]","[""7S"", ""7H"", ""6D"", ""9C"", ""10S"", ""7D"", ""11D"", ""2D""]","[""1H"", ""2H"", ""3H"", ""5H"", ""6H"", ""8H"", ""9H"", ""12H"", ""1D"", ""3D"", ""5D"", ""8D"", ""12D"", ""13D"", ""2C"", ""3C"", ""6C"", ""7C"", ""8C"", ""10C"", ""12C"", ""13C"", ""1S"", ""2S"", ""4S"", ""5S"", ""12S"", ""13S""]",2.3421389770507517
75,3,play,126.0,2,3,"[""6S"", ""4D"", ""4C"", ""11H"", ""8S"", ""4H"", ""3S"", ""5C""]","[""6S"", ""4D"", ""4C"", ""11H"", ""8S"", ""4H"", ""3S"", ""5C""]","[""2H"", ""3H"", ""5H"", ""12H"", ""1D"", ""3D"", ""5D"", ""8D"", ""13D"", ""2C"", ""3C"", ""6C"", ""7C"", ""8C"", ""13C"", ""1S"", ""2S"", ""5S"", ""12S"", ""13S""]",44.152121887207045
75,4,play,68.0,1,3,"[""8H"", ""12D"", ""4S"", ""1H"", ""6H"", ""9H"", ""12C"", ""10C""]","[""8H"", ""12D"", ""4S"", ""1H"", ""6H"", ""9H"", ""12C"", ""10C""]","[""2H"", ""3H"", ""12H"", ""1D"", ""3D"", ""8D"", ""2C"", ""3C"", ""8C"", ""13C"", ""1S"", ""2S""]",-65.63764778137207
75,5,play,324.0,0,3,"[""6C"", ""13D"", ""5S"", ""7C"", ""5H"", ""5D"", ""13S"", ""12S""]","[""6C"", ""13D"", ""5S"", ""7C"", ""5H"", ""5D"", ""13S"", ""12S""]","[""2H"", ""3H"", ""8C"", ""1S""]",222.74056243896484
76,1,play,112.0,4,3,"[""8S"", ""8H"", ""10H"", ""1S"", ""6D"", ""10S"", ""13S"", ""9C""]","[""8S"", ""8H"", ""10H"", ""1S"", ""6D"", ""10S"", ""13S"", ""9C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""1C"", ""2C"", ""3C"", ""5C"", ""6C"", ""7C"", ""11C"", ""12C"", ""4S"", ""5S"", ""6S"", ""7S"", ""9S"", ""11S"", ""12S""]",-44.805444641113354
76,2,play,72.0,3,3,"[""3S"", ""7H"", ""8C"", ""10C"", ""13D"", ""4C"", ""13C"", ""2S""]","[""3S"", ""7H"", ""8C"", ""10C"", ""13D"", ""4C"", ""13C"", ""2S""]","[""2H"", ""3H"", ""4H"", ""6H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""1C"", ""2C"", ""5C"", ""7C"", ""12C"", ""4S"", ""5S"", ""6S"", ""9S"", ""11S"", ""12S""]",-42.04113494873047
76,3,play,64.0,2,3,"[""9H"", ""3C"", ""6C"", ""1H"", ""7S"", ""11H"", ""11C"", ""5H""]","[""9H"", ""3C"", ""6C"", ""1H"", ""7S"", ""11H"", ""11C"", ""5H""]","[""4H"", ""6H"", ""12H"", ""13H"", ""2D"", ""5D"", ""7D"", ""8D"", ""10D"", ""11D"", ""12D"", ""1C"", ""2C"", ""5C"", ""4S"", ""5S"", ""6S"", ""9S"", ""11S"", ""12S""]",-87.41798736572264
76,4,play,32.0,1,3,"[""3D"", ""9D"", ""2H"", ""3H"", ""4D"", ""12C"", ""7C"", ""1D""]","[""3D"", ""9D"", ""2H"", ""3H"", ""4D"", ""12C"", ""7C"", ""1D""]","[""4H"", ""2D"", ""5D"", ""8D"", ""11D"", ""12D"", ""2C"", ""5C"", ""4S"", ""5S"", ""9S"", ""12S""]",-29.943519744873043
76,5,play,44.0,0,3,"[""6S"", ""13H"", ""1C"", ""10D"", ""7D"", ""6H"", ""12H"", ""11S""]","[""6S"", ""13H"", ""1C"", ""10D"", ""7D"", ""6H"", ""12H"", ""11S""]","[""8D"", ""11D"", ""12D"", ""4S""]",-91.13108825683594
77,1,play,76.0,4,3,"[""6S"", ""8D"", ""8H"", ""7C"", ""12S"", ""4C"", ""1C"", ""1D""]","[""6S"", ""8D"", ""8H"", ""7C"", ""12S"", ""4C"", ""1C"", ""1D""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""9D"", ""10D"", ""11D"", ""12D"", ""2C"", ""3C"", ""6C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""3S"", ""4S"", ""5S"", ""9S"", ""10S"", ""11S"", ""13S""]",-32.72782623291016
77,2,play,100.0,3,3,"[""8S"", ""7S"", ""7H"", ""5C"", ""2S"", ""10H"", ""8C"", ""13D""]","[""8S"", ""7S"", ""7H"", ""5C"", ""2S"", ""10H"", ""8C"", ""13D""]","[""1H"", ""2H"", ""5H"", ""6H"", ""12H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""9D"", ""10D"", ""11D"", ""12D"", ""2C"", ""6C"", ""9C"", ""10C"", ""12C"", ""1S"", ""3S"", ""4S"", ""9S"", ""10S"", ""11S"", ""13S""]",-35.962118835449246
77,3,play,96.0,2,3,"[""4H"", ""9H"", ""13C"", ""3H"", ""11C"", ""11H"", ""3C"", ""5S""]","[""4H"", ""9H"", ""13C"", ""3H"", ""11C"", ""11H"", ""3C"", ""5S""]","[""1H"", ""2H"", ""12H"", ""13H"", ""2D"", ""4D"", ""5D"", ""7D"", ""9D"", ""10D"", ""11D"", ""12D"", ""2C"", ""6C"", ""10C"", ""12C"", ""1S"", ""3S"", ""4S"", ""9S""]",-16.87733825683597
77,4,play,44.0,1,3,"[""6H"", ""11S"", ""9C"", ""5H"", ""3D"", ""13S"", ""10S"", ""6D""]","[""6H"", ""11S"", ""9C"", ""5H"", ""3D"", ""13S"", ""10S"", ""6D""]","[""2H"", ""13H"", ""4D"", ""9D"", ""10D"", ""11D"", ""2C"", ""6C"", ""10C"", ""3S"", ""4S"", ""9S""]",-92.69887168884276
77,5,play,312.0,0,3,"[""5D"", ""12H"", ""12D"", ""1S"", ""12C"", ""1H"", ""7D"", ""2D""]","[""5D"", ""12H"", ""12D"", ""1S"", ""12C"", ""1H"", ""7D"", ""2D""]","[""13H"", ""9D"", ""10D"", ""9S""]",201.45197296142578
78,1,play,44.0,4,3,"[""6H"", ""7S"", ""1S"", ""6C"", ""9C"", ""10S"", ""3D"", ""13S""]","[""6H"", ""7S"", ""1S"", ""6C"", ""9C"", ""10S"", ""3D"", ""13S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""7H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""2D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""5C"", ""7C"", ""8C"", ""10C"", ""11C"", ""13C"", ""3S"", ""4S"", ""5S"", ""8S"", ""9S"", ""11S""]",-59.635085449218764
78,2,play,132.0,3,3,"[""5H"", ""11D"", ""12C"", ""6S"", ""2S"", ""8H"", ""11H"", ""12S""]","[""5H"", ""11D"", ""12C"", ""6S"", ""2S"", ""8H"", ""11H"", ""12S""]","[""2H"", ""3H"", ""4H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""2D"", ""4D"", ""5D"", ""7D"", ""9D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""5C"", ""7C"", ""8C"", ""10C"", ""11C"", ""4S"", ""5S"", ""8S"", ""9S"", ""11S""]",-17.49907531738279
78,3,play,32.0,2,3,"[""6D"", ""10D"", ""13C"", ""1H"", ""3C"", ""8D"", ""7H"", ""3S""]","[""6D"", ""10D"", ""13C"", ""1H"", ""3C"", ""8D"", ""7H"", ""3S""]","[""2H"", ""3H"", ""10H"", ""12H"", ""1D"", ""2D"", ""4D"", ""5D"", ""7D"", ""12D"", ""13D"", ""2C"", ""5C"", ""7C"", ""8C"", ""11C"", ""4S"", ""5S"", ""9S"", ""11S""]",-66.67852493286136
78,4,play,92.0,1,3,"[""10C"", ""4C"", ""1C"", ""9H"", ""4H"", ""9D"", ""13H"", ""8S""]","[""10C"", ""4C"", ""1C"", ""9H"", ""4H"", ""9D"", ""13H"", ""8S""]","[""2H"", ""3H"", ""12H"", ""2D"", ""7D"", ""13D"", ""7C"", ""8C"", ""4S"", ""5S"", ""9S"", ""11S""]",-42.53719856262205
78,5,play,40.0,0,3,"[""10H"", ""12D"", ""2C"", ""11C"", ""5C"", ""5D"", ""1D"", ""4D""]","[""10H"", ""12D"", ""2C"", ""11C"", ""5C"", ""5D"", ""1D"", ""4D""]","[""3H"", ""4S"", ""5S"", ""11S""]",-69.3801040649414
79,1,play,116.0,4,3,"[""6S"", ""11S"", ""13C"", ""8C"", ""12C"", ""13D"", ""6H"", ""1S""]","[""6S"", ""11S"", ""13C"", ""8C"", ""12C"", ""13D"", ""6H"", ""1S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""10D"", ""12D"", ""1C"", ""4C"", ""5C"", ""6C"", ""7C"", ""9C"", ""10C"", ""11C"", ""3S"", ""7S"", ""8S"", ""9S"", ""10S"", ""12S"", ""13S""]",-36.42975738525388
79,2,play,28.0,3,3,"[""7H"", ""2S"", ""4S"", ""5S"", ""3C"", ""2C"", ""9D"", ""11D""]","[""7H"", ""2S"", ""4S"", ""5S"", ""3C"", ""2C"", ""9D"", ""11D""]","[""3H"", ""4H"", ""8H"", ""9H"", ""11H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""10D"", ""1C"", ""4C"", ""5C"", ""6C"", ""7C"", ""10C"", ""11C"", ""3S"", ""8S"", ""9S"", ""10S"", ""12S"", ""13S""]",-75.03303497314454
79,3,play,264.0,2,3,"[""12D"", ""1H"", ""2H"", ""5H"", ""9C"", ""10H"", ""7S"", ""13H""]","[""12D"", ""1H"", ""2H"", ""5H"", ""9C"", ""10H"", ""7S"", ""13H""]","[""4H"", ""8H"", ""9H"", ""12H"", ""1D"", ""2D"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""1C"", ""5C"", ""6C"", ""10C"", ""11C"", ""8S"", ""9S"", ""10S"", ""13S""]",139.01228485107424
79,4,play,68.0,1,3,"[""4C"", ""10D"", ""4D"", ""3S"", ""7C"", ""11H"", ""12S"", ""3H""]","[""4C"", ""10D"", ""4D"", ""3S"", ""7C"", ""11H"", ""12S"", ""3H""]","[""8H"", ""9H"", ""1D"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""6C"", ""10C"", ""11C"", ""8S""]",-43.14109977722168
79,5,play,18.0,0,3,"[""4H"", ""2D"", ""1C"", ""9S"", ""5C"", ""13S"", ""10S"", ""12H""]","[""4H"", ""2D"", ""1C"", ""9S"", ""5C"", ""13S"", ""10S"", ""12H""]","[""3D"", ""8D"", ""10C"", ""11C""]",-98.75203704833984
80,1,play,96.0,4,3,"[""2D"", ""4H"", ""5D"", ""13D"", ""10C"", ""4C"", ""11D"", ""10S""]","[""2D"", ""4H"", ""5D"", ""13D"", ""10C"", ""4C"", ""11D"", ""10S""]","[""1H"", ""2H"", ""3H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""4D"", ""6D"", ""7D"", ""9D"", ""12D"", ""2C"", ""3C"", ""5C"", ""6C"", ""7C"", ""8C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""11S"", ""12S""]",-36.678882446289094
80,2,play,96.0,3,3,"[""3D"", ""8D"", ""10D"", ""13C"", ""13S"", ""9C"", ""1D"", ""1C""]","[""3D"", ""8D"", ""10D"", ""13C"", ""13S"", ""9C"", ""1D"", ""1C""]","[""1H"", ""2H"", ""3H"", ""5H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""4D"", ""6D"", ""7D"", ""3C"", ""5C"", ""6C"", ""7C"", ""8C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""7S"", ""9S"", ""11S"", ""12S""]",-0.567043457031275
80,3,play,52.0,2,3,"[""12D"", ""2C"", ""7H"", ""9D"", ""8H"", ""10H"", ""8S"", ""4S""]","[""12D"", ""2C"", ""7H"", ""9D"", ""8H"", ""10H"", ""8S"", ""4S""]","[""1H"", ""2H"", ""3H"", ""6H"", ""9H"", ""11H"", ""4D"", ""6D"", ""3C"", ""5C"", ""6C"", ""7C"", ""8C"", ""12C"", ""1S"", ""3S"", ""5S"", ""7S"", ""11S"", ""12S""]",-84.01068695068363
80,4,play,18.0,1,3,"[""11C"", ""9S"", ""7D"", ""2S"", ""5H"", ""6S"", ""12H"", ""13H""]","[""11C"", ""9S"", ""7D"", ""2S"", ""5H"", ""6S"", ""12H"", ""13H""]","[""2H"", ""3H"", ""9H"", ""11H"", ""4D"", ""7C"", ""12C"", ""1S"", ""3S"", ""5S"", ""7S"", ""12S""]",-113.52765975952148
80,5,play,144.0,0,3,"[""5C"", ""6C"", ""6D"", ""11S"", ""3C"", ""6H"", ""1H"", ""8C""]","[""5C"", ""6C"", ""6D"", ""11S"", ""3C"", ""6H"", ""1H"", ""8C""]","[""2H"", ""3H"", ""11H"", ""12S""]",41.87336730957031
81,1,play,48.0,4,3,"[""3H"", ""12S"", ""2H"", ""5C"", ""7D"", ""8C"", ""4S"", ""7S""]","[""3H"", ""12S"", ""2H"", ""5C"", ""7D"", ""8C"", ""4S"", ""7S""]","[""1H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""6D"", ""8D"", ""9D"", ""11D"", ""12D"", ""13D"", ""1C"", ""3C"", ""4C"", ""7C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""5S"", ""6S"", ""9S"", ""10S"", ""11S"", ""13S""]",-53.76414215087891
81,2,play,18.0,3,3,"[""8S"", ""13H"", ""5D"", ""10D"", ""6C"", ""11H"", ""3S"", ""2C""]","[""8S"", ""13H"", ""5D"", ""10D"", ""6C"", ""11H"", ""3S"", ""2C""]","[""1H"", ""4H"", ""5H"", ""7H"", ""9H"", ""10H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""6D"", ""8D"", ""11D"", ""13D"", ""1C"", ""4C"", ""7C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""10S"", ""11S"", ""13S""]",-88.97743774414062
81,3,play,100.0,2,3,"[""6H"", ""12D"", ""8H"", ""9S"", ""6S"", ""9D"", ""5S"", ""3C""]","[""6H"", ""12D"", ""8H"", ""9S"", ""6S"", ""9D"", ""5S"", ""3C""]","[""1H"", ""5H"", ""7H"", ""9H"", ""10H"", ""12H"", ""2D"", ""4D"", ""6D"", ""8D"", ""11D"", ""13D"", ""1C"", ""4C"", ""7C"", ""11C"", ""12C"", ""1S"", ""10S"", ""11S""]",-55.10606857299808
81,4,play,72.0,1,3,"[""9C"", ""1D"", ""4H"", ""13C"", ""10C"", ""3D"", ""13S"", ""2S""]","[""9C"", ""1D"", ""4H"", ""13C"", ""10C"", ""3D"", ""13S"", ""2S""]","[""1H"", ""5H"", ""12H"", ""2D"", ""8D"", ""11D"", ""13D"", ""1C"", ""4C"", ""7C"", ""10S"", ""11S""]",-17.40170425415039
81,5,play,17.0,0,3,"[""9H"", ""4D"", ""6D"", ""1S"", ""7H"", ""12C"", ""10H"", ""11C""]","[""9H"", ""4D"", ""6D"", ""1S"", ""7H"", ""12C"", ""10H"", ""11C""]","[""12H"", ""2D"", ""11D"", ""13D""]",-116.06898498535156
82,1,play,212.0,4,3,"[""3H"", ""9S"", ""3D"", ""3S"", ""6S"", ""2S"", ""5D"", ""2H""]","[""3H"", ""9S"", ""3D"", ""3S"", ""6S"", ""2S"", ""5D"", ""2H""]","[""1H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""4D"", ""7D"", ""8D"", ""9D"", ""10D"", ""12D"", ""13D"", ""1C"", ""3C"", ""4C"", ""5C"", ""6C"", ""7C"", ""8C"", ""9C"", ""10C"", ""11C"", ""13C"", ""1S"", ""7S"", ""10S"", ""12S"", ""13S""]",131.02910919189458
