episode,t,action,reward,remaining_plays,remaining_discards,hand_before,cards,deck_remaining,advantage
25,4,play,92.0,1,3,"[""9H"", ""6S"", ""7C"", ""10D"", ""3S"", ""7D"", ""3D"", ""6C""]","[""9H"", ""6S"", ""7C"", ""10D"", ""3S"", ""7D"", ""3D"", ""6C""]","[""4H"", ""5H"", ""12H"", ""13H"", ""6D"", ""9D"", ""12D"", ""4C"", ""1S"", ""5S"", ""8S"", ""12S""]",-45.940308837890626
25,5,play,18.0,0,3,"[""10H"", ""7H"", ""5D"", ""13S"", ""4S"", ""11D"", ""1D"", ""3C""]","[""10H"", ""7H"", ""5D"", ""13S"", ""4S"", ""11D"", ""1D"", ""3C""]","[""4H"", ""5H"", ""9D"", ""12D""]",-89.473876953125
26,1,play,171.0,4,3,"[""9C"", ""13D"", ""10S"", ""1D"", ""9D"", ""5C"", ""9S"", ""7D""]","[""9C"", ""13D"", ""10S"", ""1D"", ""9D"", ""5C"", ""9S"", ""7D""]","[""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""10D"", ""12D"", ""1C"", ""4C"", ""6C"", ""7C"", ""8C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""5S"", ""7S"", ""8S"", ""11S"", ""12S"", ""13S""]",4.54408477783204
26,2,play,18.0,3,3,"[""1H"", ""2C"", ""13C"", ""8D"", ""3C"", ""6S"", ""4S"", ""11D""]","[""1H"", ""2C"", ""13C"", ""8D"", ""3C"", ""6S"", ""4S"", ""11D""]","[""2H"", ""3H"", ""4H"", ""6H"", ""7H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""2D"", ""4D"", ""5D"", ""6D"", ""10D"", ""12D"", ""1C"", ""4C"", ""7C"", ""8C"", ""10C"", ""12C"", ""2S"", ""3S"", ""5S"", ""8S"", ""12S"", ""13S""]",-83.3591061401367
26,3,play,64.0,2,3,"[""7S"", ""3D"", ""5H"", ""6C"", ""11S"", ""1S"", ""9H"", ""11C""]","[""7S"", ""3D"", ""5H"", ""6C"", ""11S"", ""1S"", ""9H"", ""11C""]","[""2H"", ""3H"", ""4H"", ""8H"", ""10H"", ""12H"", ""2D"", ""5D"", ""6D"", ""10D"", ""1C"", ""7C"", ""8C"", ""10C"", ""12C"", ""3S"", ""5S"", ""8S"", ""12S"", ""13S""]",-63.702964630126985
26,4,play,36.0,1,3,"[""6H"", ""12D"", ""4C"", ""13H"", ""2S"", ""11H"", ""7H"", ""4D""]","[""6H"", ""12D"", ""4C"", ""13H"", ""2S"", ""11H"", ""7H"", ""4D""]","[""8H"", ""10H"", ""2D"", ""5D"", ""10D"", ""7C"", ""8C"", ""10C"", ""3S"", ""5S"", ""8S"", ""12S""]",-86.56256759643554
26,5,play,68.0,0,3,"[""2H"", ""3H"", ""12H"", ""12C"", ""6D"", ""13S"", ""1C"", ""4H""]","[""2H"", ""3H"", ""12H"", ""12C"", ""6D"", ""13S"", ""1C"", ""4H""]","[""10H"", ""8C"", ""10C"", ""12S""]",-27.297897338867188
27,1,play,52.0,4,3,"[""11H"", ""6C"", ""9S"", ""5C"", ""1H"", ""13S"", ""8H"", ""8S""]","[""11H"", ""6C"", ""9S"", ""5C"", ""1H"", ""13S"", ""8H"", ""8S""]","[""2H"", ""3H"", ""4H"", ""5H"", ""6H"", ""7H"", ""9H"", ""10H"", ""12H"", ""13H"", ""1D"", ""2D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""8C"", ""9C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""10S"", ""11S"", ""12S""]",-101.10705047607422
27,2,play,84.0,3,3,"[""3D"", ""11C"", ""7C"", ""4D"", ""4S"", ""5D"", ""10C"", ""7S""]","[""3D"", ""11C"", ""7C"", ""4D"", ""4S"", ""5D"", ""10C"", ""7S""]","[""2H"", ""4H"", ""5H"", ""7H"", ""13H"", ""1D"", ""2D"", ""6D"", ""7D"", ""8D"", ""9D"", ""11D"", ""12D"", ""13D"", ""1C"", ""2C"", ""4C"", ""8C"", ""9C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""11S"", ""12S""]",-17.020903930664076
27,3,play,304.0,2,3,"[""6H"", ""3C"", ""10D"", ""9H"", ""10S"", ""3H"", ""10H"", ""12H""]","[""6H"", ""3C"", ""10D"", ""9H"", ""10S"", ""3H"", ""10H"", ""12H""]","[""4H"", ""5H"", ""7H"", ""13H"", ""1D"", ""7D"", ""8D"", ""9D"", ""11D"", ""13D"", ""1C"", ""2C"", ""4C"", ""8C"", ""9C"", ""13C"", ""2S"", ""3S"", ""6S"", ""11S""]",153.83753799438477
27,4,play,320.0,1,3,"[""12S"", ""2H"", ""6D"", ""12D"", ""12C"", ""1S"", ""5S"", ""2D""]","[""12S"", ""2H"", ""6D"", ""12D"", ""12C"", ""1S"", ""5S"", ""2D""]","[""5H"", ""7H"", ""1D"", ""7D"", ""8D"", ""11D"", ""2C"", ""4C"", ""2S"", ""3S"", ""6S"", ""11S""]",236.978422164917
27,5,play,388.0,0,3,"[""4H"", ""9D"", ""13H"", ""13D"", ""1C"", ""13C"", ""9C"", ""8C""]","[""4H"", ""9D"", ""13H"", ""13D"", ""1C"", ""13C"", ""9C"", ""8C""]","[""1D"", ""4C"", ""2S"", ""6S""]",265.84786224365234
28,1,play,116.0,4,3,"[""12C"", ""7D"", ""2D"", ""12D"", ""6C"", ""7H"", ""11D"", ""9H""]","[""12C"", ""7D"", ""2D"", ""12D"", ""6C"", ""7H"", ""11D"", ""9H""]","[""1H"", ""2H"", ""3H"", ""4H"", ""6H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""5D"", ""6D"", ""8D"", ""9D"", ""13D"", ""1C"", ""2C"", ""3C"", ""4C"", ""5C"", ""7C"", ""8C"", ""9C"", ""11C"", ""13C"", ""2S"", ""3S"", ""6S"", ""7S"", ""8S"", ""9S"", ""10S"", ""11S"", ""12S""]",-51.67542205810548
28,2,play,100.0,3,3,"[""10C"", ""5S"", ""5H"", ""10D"", ""13S"", ""1S"", ""4D"", ""4S""]","[""10C"", ""5S"", ""5H"", ""10D"", ""13S"", ""1S"", ""4D"", ""4S""]","[""1H"", ""3H"", ""4H"", ""6H"", ""8H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""6D"", ""8D"", ""9D"", ""13D"", ""1C"", ""2C"", ""4C"", ""5C"", ""7C"", ""8C"", ""9C"", ""13C"", ""2S"", ""3S"", ""6S"", ""9S"", ""10S"", ""11S""]",-2.322568664550772
28,3,play,17.0,2,3,"[""7S"", ""10H"", ""3C"", ""12S"", ""2H"", ""8S"", ""11C"", ""5D""]","[""7S"", ""10H"", ""3C"", ""12S"", ""2H"", ""8S"", ""11C"", ""5D""]","[""1H"", ""3H"", ""6H"", ""12H"", ""13H"", ""8D"", ""9D"", ""13D"", ""2C"", ""4C"", ""5C"", ""7C"", ""9C"", ""13C"", ""2S"", ""3S"", ""6S"", ""9S"", ""10S"", ""11S""]",-110.14144302368163
28,4,play,76.0,1,3,"[""11H"", ""8H"", ""1C"", ""4H"", ""6D"", ""3D"", ""8C"", ""1D""]","[""11H"", ""8H"", ""1C"", ""4H"", ""6D"", ""3D"", ""8C"", ""1D""]","[""1H"", ""6H"", ""12H"", ""13H"", ""8D"", ""9D"", ""7C"", ""13C"", ""3S"", ""6S"", ""10S"", ""11S""]",-27.848430404663077
28,5,play,84.0,0,3,"[""9C"", ""2C"", ""9S"", ""4C"", ""2S"", ""3H"", ""5C"", ""13D""]","[""9C"", ""2C"", ""9S"", ""4C"", ""2S"", ""3H"", ""5C"", ""13D""]","[""1H"", ""13C"", ""6S"", ""11S""]",-25.05950164794922
29,1,play,240.0,4,3,"[""3D"", ""7C"", ""5H"", ""12D"", ""8H"", ""6H"", ""4S"", ""12S""]","[""3D"", ""7C"", ""5H"", ""12D"", ""8H"", ""6H"", ""4S"", ""12S""]","[""1H"", ""3H"", ""4H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""2D"", ""4D"", ""6D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""13D"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""8C"", ""10C"", ""11C"", ""13C"", ""2S"", ""3S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""10S"", ""11S"", ""13S""]",105.39014434814453
29,2,play,92.0,3,3,"[""1C"", ""1S"", ""12C"", ""7H"", ""12H"", ""9C"", ""5D"", ""2H""]","[""1C"", ""1S"", ""12C"", ""7H"", ""12H"", ""9C"", ""5D"", ""2H""]","[""1H"", ""3H"", ""4H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""4D"", ""7D"", ""8D"", ""9D"", ""10D"", ""11D"", ""2C"", ""3C"", ""4C"", ""5C"", ""6C"", ""11C"", ""13C"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""11S"", ""13S""]",-7.794711303710926
29,3,play,88.0,2,3,"[""10S"", ""2S"", ""13D"", ""6D"", ""3S"", ""2D"", ""8C"", ""10C""]","[""10S"", ""2S"", ""13D"", ""6D"", ""3S"", ""2D"", ""8C"", ""10C""]","[""1H"", ""3H"", ""4H"", ""9H"", ""10H"", ""11H"", ""13H"", ""1D"", ""7D"", ""9D"", ""10D"", ""2C"", ""4C"", ""5C"", ""13C"", ""5S"", ""6S"", ""7S"", ""8S"", ""11S""]",-26.962016448974623
29,4,play,64.0,1,3,"[""11D"", ""6C"", ""4D"", ""13S"", ""9S"", ""3C"", ""8D"", ""11C""]","[""11D"", ""6C"", ""4D"", ""13S"", ""9S"", ""3C"", ""8D"", ""11C""]","[""1H"", ""9H"", ""10H"", ""1D"", ""7D"", ""9D"", ""2C"", ""5C"", ""6S"", ""7S"", ""8S"", ""11S""]",-65.37714546203614
29,5,play,108.0,0,3,"[""11H"", ""4H"", ""10D"", ""13C"", ""3H"", ""4C"", ""13H"", ""5S""]","[""11H"", ""4H"", ""10D"", ""13C"", ""3H"", ""4C"", ""13H"", ""5S""]","[""1H"", ""9H"", ""2C"", ""5C""]",-12.086830139160156
30,1,play,36.0,4,3,"[""7S"", ""1C"", ""11H"", ""8H"", ""4S"", ""6D"", ""4H"", ""3H""]","[""7S"", ""1C"", ""11H"", ""8H"", ""4S"", ""6D"", ""4H"", ""3H""]","[""1H"", ""2H"", ""6H"", ""7H"", ""9H"", ""10H"", ""12H"", ""1D"", ""2D"", ""3D"", ""5D"", ""7D"", ""9D"", ""10D"", ""11D"", ""12D"", ""13D"", ""3C"", ""4C"", ""5C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",-71.4076623535156
30,2,play,260.0,3,3,"[""2C"", ""8D"", ""9S"", ""13H"", ""6C"", ""7C"", ""5H"", ""4D""]","[""2C"", ""8D"", ""9S"", ""13H"", ""6C"", ""7C"", ""5H"", ""4D""]","[""2H"", ""6H"", ""7H"", ""9H"", ""10H"", ""12H"", ""1D"", ""2D"", ""3D"", ""5D"", ""7D"", ""9D"", ""10D"", ""11D"", ""3C"", ""4C"", ""5C"", ""9C"", ""10C"", ""11C"", ""12C"", ""1S"", ""2S"", ""3S"", ""5S"", ""6S"", ""8S"", ""11S""]",153.54225860595704
30,3,play,412.0,2,3,"[""10S"", ""8C"", ""12D"", ""1H"", ""13C"", ""12S"", ""13D"", ""13S""]","[""10S"", ""8C"", ""12D"", ""1H"", ""13C"", ""12S"", ""13D"", ""13S""]","[""2H"", ""6H"", ""9H"", ""10H"", ""12H"", ""1D"", ""2D"", ""3D"", ""9D"", ""10D"", ""11D"", ""3C"", ""5C"", ""10C"", ""12C"", ""2S"", ""3S"", ""5S"", ""6S"", ""11S""]",269.5333183288574
30,4,play,48.0,1,3,"[""1S"", ""8S"", ""7H"", ""11C"", ""4C"", ""5D"", ""7D"", ""9C""]","[""1S"", ""8S"", ""7H"", ""11C"", ""4C"", ""5D"", ""7D"", ""9C""]","[""2H"", ""6H"", ""9H"", ""10H"", ""12H"", ""1D"", ""10D"", ""11D"", ""3C"", ""12C"", ""3S"", ""6S""]",-82.45187217712402
30,5,play,68.0,0,3,"[""3D"", ""10C"", ""5S"", ""11S"", ""2D"", ""9D"", ""5C"", ""2S""]","[""3D"", ""10C"", ""5S"", ""11S"", ""2D"", ""9D"", ""5C"", ""2S""]","[""9H"", ""12H"", ""12C"", ""3S""]",-37.87828826904297
31,1,play,108.0,4,3,"[""7H"", ""13H"", ""3S"", ""2D"", ""2S"", ""11C"", ""2C"", ""12H""]","[""7H"", ""13H"", ""3S"", ""2D"", ""2S"", ""11C"", ""2C"", ""12H""]","[""1H"", ""2H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""10H"", ""11H"", ""1D"", ""3D"", ""4D"", ""6D"", ""7D"", ""8D"", ""9D"", ""11D"", ""13D"", ""1C"", ""3C"", ""4C"", ""5C"", ""6C"", ""8C"", ""9C"", ""10C"", ""12C"", ""13C"", ""4S"", ""5S"", ""6S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",8.508746948242106
31,2,play,48.0,3,3,"[""9S"", ""3H"", ""5D"", ""1S"", ""10D"", ""7C"", ""12D"", ""7S""]","[""9S"", ""3H"", ""5D"", ""1S"", ""10D"", ""7C"", ""12D"", ""7S""]","[""1H"", ""2H"", ""4H"", ""5H"", ""6H"", ""8H"", ""9H"", ""10H"", ""1D"", ""3D"", ""4D"", ""6D"", ""7D"", ""9D"", ""11D"", ""13D"", ""1C"", ""5C"", ""6C"", ""8C"", ""9C"", ""10C"", ""12C"", ""4S"", ""6S"", ""11S"", ""12S"", ""13S""]",-68.68979583740236
31,3,play,52.0,2,3,"[""4C"", ""10S"", ""5S"", ""11H"", ""8S"", ""3C"", ""13C"", ""8D""]","[""4C"", ""10S"", ""5S"", ""11H"", ""8S"", ""3C"", ""13C"", ""8D""]","[""2H"", ""4H"", ""5H"", ""1D"", ""3D"", ""4D"", ""6D"", ""7D"", ""11D"", ""13D"", ""5C"", ""6C"", ""9C"", ""10C"", ""12C"", ""4S"", ""6S"", ""11S"", ""12S"", ""13S""]",-60.645569610595714
31,4,play,276.0,1,3,"[""8H"", ""9D"", ""1C"", ""6H"", ""8C"", ""10H"", ""9H"", ""1H""]","[""8H"", ""9D"", ""1C"", ""6H"", ""8C"", ""10H"", ""9H"", ""1H""]","[""2H"", ""4H"", ""5H"", ""1D"", ""3D"", ""7D"", ""13D"", ""6C"", ""9C"", ""12C"", ""11S"", ""13S""]",141.37482055664066
31,5,play,80.0,0,3,"[""12S"", ""11D"", ""5C"", ""6S"", ""6D"", ""4S"", ""4D"", ""10C""]","[""12S"", ""11D"", ""5C"", ""6S"", ""6D"", ""4S"", ""4D"", ""10C""]","[""5H"", ""3D"", ""13D"", ""12C""]",-41.40924072265625
32,1,play,56.0,4,3,"[""9D"", ""9S"", ""1C"", ""2C"", ""10H"", ""8H"", ""6C"", ""4S""]","[""9D"", ""9S"", ""1C"", ""2C"", ""10H"", ""8H"", ""6C"", ""4S""]","[""1H"", ""2H"", ""3H"", ""4H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""4D"", ""5D"", ""6D"", ""7D"", ""8D"", ""11D"", ""12D"", ""13D"", ""3C"", ""4C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""2S"", ""3S"", ""5S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",-79.57674896240235
32,2,play,88.0,3,3,"[""3D"", ""1S"", ""6S"", ""7H"", ""10D"", ""5H"", ""7C"", ""5C""]","[""3D"", ""1S"", ""6S"", ""7H"", ""10D"", ""5H"", ""7C"", ""5C""]","[""1H"", ""2H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""4D"", ""5D"", ""6D"", ""11D"", ""12D"", ""13D"", ""3C"", ""4C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""3S"", ""5S"", ""7S"", ""8S"", ""11S"", ""12S""]",-16.97625213623047
32,3,play,72.0,2,3,"[""4H"", ""10S"", ""7D"", ""3H"", ""2S"", ""13S"", ""8D"", ""13C""]","[""4H"", ""10S"", ""7D"", ""3H"", ""2S"", ""13S"", ""8D"", ""13C""]","[""1H"", ""2H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""4D"", ""6D"", ""11D"", ""13D"", ""3C"", ""4C"", ""9C"", ""11C"", ""12C"", ""5S"", ""11S"", ""12S""]",-40.60715881347653
32,4,play,52.0,1,3,"[""2D"", ""8S"", ""5D"", ""8C"", ""3S"", ""7S"", ""10C"", ""12D""]","[""2D"", ""8S"", ""5D"", ""8C"", ""3S"", ""7S"", ""10C"", ""12D""]","[""1H"", ""2H"", ""6H"", ""9H"", ""11H"", ""12H"", ""13H"", ""1D"", ""4D"", ""3C"", ""11S"", ""12S""]",-65.30049026489257
32,5,play,64.0,0,3,"[""13D"", ""11C"", ""9C"", ""5S"", ""11D"", ""12C"", ""6D"", ""4C""]","[""13D"", ""11C"", ""9C"", ""5S"", ""11D"", ""12C"", ""6D"", ""4C""]","[""1H"", ""2H"", ""4D"", ""3C""]",-67.71681213378906
33,1,play,372.0,4,3,"[""13H"", ""13C"", ""9H"", ""9S"", ""2C"", ""9D"", ""2S"", ""11C""]","[""13H"", ""13C"", ""9H"", ""9S"", ""2C"", ""9D"", ""2S"", ""11C""]","[""1H"", ""2H"", ""3H"", ""4H"", ""5H"", ""7H"", ""8H"", ""10H"", ""11H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""6D"", ""8D"", ""11D"", ""1C"", ""4C"", ""6C"", ""7C"", ""8C"", ""9C"", ""12C"", ""1S"", ""3S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",238.3873266601563
33,2,play,60.0,3,3,"[""10C"", ""10D"", ""12D"", ""13D"", ""3C"", ""7D"", ""6H"", ""5C""]","[""10C"", ""10D"", ""12D"", ""13D"", ""3C"", ""7D"", ""6H"", ""5C""]","[""2H"", ""3H"", ""5H"", ""10H"", ""11H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""8D"", ""11D"", ""4C"", ""6C"", ""8C"", ""9C"", ""12C"", ""1S"", ""3S"", ""5S"", ""6S"", ""7S"", ""8S"", ""10S"", ""11S"", ""12S"", ""13S""]",-83.47196075439456
33,3,play,84.0,2,3,"[""1H"", ""8H"", ""4S"", ""1C"", ""6D"", ""7C"", ""7H"", ""4H""]","[""1H"", ""8H"", ""4S"", ""1C"", ""6D"", ""7C"", ""7H"", ""4H""]","[""3H"", ""5H"", ""10H"", ""12H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""8D"", ""11D"", ""6C"", ""9C"", ""12C"", ""1S"", ""3S"", ""6S"", ""7S"", ""8S"", ""13S""]",3.9404750061034974
33,4,play,64.0,1,3,"[""11S"", ""10S"", ""4C"", ""2H"", ""5S"", ""11H"", ""8C"", ""12S""]","[""11S"", ""10S"", ""4C"", ""2H"", ""5S"", ""11H"", ""8C"", ""12S""]","[""3H"", ""5H"", ""12H"", ""1D"", ""2D"", ""5D"", ""11D"", ""12C"", ""1S"", ""3S"", ""8S"", ""13S""]",-58.41311882019045
33,5,play,280.0,0,3,"[""3D"", ""6S"", ""4D"", ""6C"", ""8D"", ""10H"", ""9C"", ""7S""]","[""3D"", ""6S"", ""4D"", ""6C"", ""8D"", ""10H"", ""9C"", ""7S""]","[""12H"", ""1S"", ""3S"", ""13S""]",156.2074966430664
34,1,play,44.0,4,3,"[""6H"", ""2D"", ""1C"", ""5H"", ""7S"", ""10S"", ""3H"", ""6C""]","[""6H"", ""2D"", ""1C"", ""5H"", ""7S"", ""10S"", ""3H"", ""6C""]","[""1H"", ""4H"", ""7H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""5D"", ""6D"", ""7D"", ""10D"", ""11D"", ""12D"", ""2C"", ""3C"", ""4C"", ""5C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""11S"", ""12S"", ""13S""]",-55.06376525878909
34,2,play,80.0,3,3,"[""2H"", ""9D"", ""7C"", ""8D"", ""13D"", ""2S"", ""8H"", ""4D""]","[""2H"", ""9D"", ""7C"", ""8D"", ""13D"", ""2S"", ""8H"", ""4D""]","[""4H"", ""7H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""5D"", ""7D"", ""2C"", ""3C"", ""4C"", ""5C"", ""8C"", ""9C"", ""10C"", ""11C"", ""12C"", ""13C"", ""1S"", ""3S"", ""5S"", ""6S"", ""8S"", ""9S"", ""11S"", ""12S"", ""13S""]",-57.15833862304686
34,3,play,308.0,2,3,"[""4S"", ""3D"", ""10D"", ""6D"", ""1H"", ""12D"", ""11D"", ""1D""]","[""4S"", ""3D"", ""10D"", ""6D"", ""1H"", ""12D"", ""11D"", ""1D""]","[""4H"", ""7H"", ""9H"", ""10H"", ""11H"", ""13H"", ""7D"", ""2C"", ""4C"", ""5C"", ""10C"", ""11C"", ""12C"", ""13C"", ""5S"", ""6S"", ""8S"", ""9S"", ""11S"", ""13S""]",219.30781036376948
34,4,play,100.0,1,3,"[""5D"", ""12H"", ""9C"", ""8C"", ""3C"", ""12S"", ""1S"", ""3S""]","[""5D"", ""12H"", ""9C"", ""8C"", ""3C"", ""12S"", ""1S"", ""3S""]","[""4H"", ""10H"", ""11H"", ""7D"", ""4C"", ""5C"", ""10C"", ""11C"", ""13C"", ""6S"", ""8S"", ""9S""]",-1.520398101806677
34,5,play,72.0,0,3,"[""13S"", ""9H"", ""7H"", ""2C"", ""11S"", ""13H"", ""12C"", ""5S""]","[""13S"", ""9H"", ""7H"", ""2C"", ""11S"", ""13H"", ""12C"", ""5S""]","[""10H"", ""11C"", ""13C"", ""9S""]",-87.13056945800781
35,1,play,112.0,4,3,"[""11D"", ""1H"", ""10D"", ""11S"", ""3H"", ""7C"", ""2D"", ""7S""]","[""11D"", ""1H"", ""10D"", ""11S"", ""3H"", ""7C"", ""2D"", ""7S""]","[""2H"", ""4H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""12D"", ""1C"", ""4C"", ""5C"", ""6C"", ""9C"", ""10C"", ""12C"", ""1S"", ""2S"", ""3S"", ""4S"", ""5S"", ""6S"", ""8S"", ""9S"", ""10S"", ""12S"", ""13S""]",-2.9898513793945085
35,2,play,288.0,3,3,"[""13D"", ""2C"", ""13C"", ""4D"", ""8C"", ""3C"", ""9D"", ""11C""]","[""13D"", ""2C"", ""13C"", ""4D"", ""8C"", ""3C"", ""9D"", ""11C""]","[""2H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""11H"", ""12H"", ""3D"", ""5D"", ""6D"", ""7D"", ""8D"", ""12D"", ""5C"", ""6C"", ""9C"", ""10C"", ""12C"", ""1S"", ""2S"", ""4S"", ""5S"", ""6S"", ""8S"", ""10S"", ""12S"", ""13S""]",146.20216400146478
35,3,play,60.0,2,3,"[""3S"", ""13H"", ""9S"", ""1D"", ""10H"", ""4H"", ""4C"", ""1C""]","[""3S"", ""13H"", ""9S"", ""1D"", ""10H"", ""4H"", ""4C"", ""1C""]","[""2H"", ""5H"", ""6H"", ""7H"", ""8H"", ""9H"", ""11H"", ""5D"", ""6D"", ""7D"", ""8D"", ""5C"", ""6C"", ""10C"", ""12C"", ""2S"", ""6S"", ""8S"", ""12S"", ""13S""]",-29.591320953369177
35,4,play,68.0,1,3,"[""4S"", ""12D"", ""1S"", ""12H"", ""10S"", ""9C"", ""5S"", ""3D""]","[""4S"", ""12D"", ""1S"", ""12H"", ""10S"", ""9C"", ""5S"", ""3D""]","[""2H"", ""6H"", ""7H"", ""9H"", ""11H"", ""6D"", ""7D"", ""8D"", ""10C"", ""8S"", ""12S"", ""13S""]",-36.006636199951174
35,5,play,268.0,0,3,"[""2S"", ""5C"", ""5H"", ""5D"", ""6C"", ""12C"", ""6S"", ""8H""]","[""2S"", ""5C"", ""5H"", ""5D"", ""6C"", ""12C"", ""6S"", ""8H""]","[""2H"", ""6H"", ""6D"", ""10C""]",129.0093536376953
36,1,play,68.0,4,3,"[""11S"", ""6H"", ""1C"", ""4C"", ""13S"", ""3H"", ""1H"", ""6D""]","[""11S"", ""6H"", ""1C"", ""4C"", ""13S"", ""3H"", ""1H"", ""6D""]","[""2H"", ""4H"", ""5H"", ""7H"", ""8H"", ""10H"", ""11H"", ""12H"", ""13H"", ""1D"", ""2D"", ""3D"", ""4D"", ""5D"", ""7D"", ""8D"", ""9D"", ""11D"", ""12D"", ""13D"", ""2C"", ""3C"", ""5C"", ""6C"", ""7C"", ""9C"", ""11C"", ""12C"", ""1S"", ""4S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""12S""]",0.15802856445316138
36,2,play,180.0,3,3,"[""13C"", ""10C"", ""10D"", ""8C"", ""2S"", ""9H"", ""3S"", ""10S""]","[""13C"", ""10C"", ""10D"", ""8C"", ""2S"", ""9H"", ""3S"", ""10S""]","[""2H"", ""4H"", ""10H"", ""11H"", ""12H"", ""13H"", ""2D"", ""3D"", ""4D"", ""5D"", ""7D"", ""8D"", ""9D"", ""11D"", ""13D"", ""3C"", ""5C"", ""6C"", ""9C"", ""11C"", ""12C"", ""1S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""12S""]",22.702825927734352
36,3,play,48.0,2,3,"[""8H"", ""1D"", ""7H"", ""4S"", ""2C"", ""7C"", ""5H"", ""12D""]","[""8H"", ""1D"", ""7H"", ""4S"", ""2C"", ""7C"", ""5H"", ""12D""]","[""10H"", ""11H"", ""12H"", ""3D"", ""4D"", ""5D"", ""9D"", ""11D"", ""3C"", ""5C"", ""9C"", ""11C"", ""12C"", ""1S"", ""5S"", ""6S"", ""7S"", ""8S"", ""9S"", ""12S""]",-55.02751342773439
36,4,play,100.0,1,3,"[""2D"", ""2H"", ""8D"", ""13H"", ""13D"", ""4H"", ""6C"", ""7D""]","[""2D"", ""2H"", ""8D"", ""13H"", ""13D"", ""4H"", ""6C"", ""7D""]","[""11H"", ""12H"", ""3D"", ""4D"", ""3C"", ""11C"", ""1S"", ""5S"", ""6S"", ""8S"", ""9S"", ""12S""]",19.61651504516601
36,5,play,96.0,0,3,"[""5D"", ""5C"", ""7S"", ""11D"", ""9D"", ""9C"", ""10H"", ""12C""]","[""5D"", ""5C"", ""7S"", ""11D"", ""9D"", ""9C"", ""10H"", ""12C""]","[""12H"", ""4D"", ""8S"", ""9S""]",-75.51957702636719
