episode,hand,played_cards,discarded_cards,selected_cards,reward
0,"[(9, 'D'), (11, 'C'), (1, 'S'), (3, 'S'), (1, 'D'), (6, 'D'), (13, 'C'), (9, 'H')]",[],[],"[(9, 'D'), (1, 'S'), (3, 'S'), (1, 'D')]",24.0
0,"[(11, 'C'), (6, 'D'), (13, 'C'), (9, 'H'), (5, 'H'), (8, 'S'), (3, 'H'), (2, 'S')]","[(9, 'D'), (1, 'S'), (3, 'S'), (1, 'D')]",[],"[(11, 'C'), (13, 'C')]",18.0
0,"[(6, 'D'), (9, 'H'), (5, 'H'), (8, 'S'), (3, 'H'), (2, 'S'), (4, 'S'), (8, 'C')]","[(9, 'D'), (1, 'S'), (3, 'S'), (1, 'D'), (11, 'C'), (13, 'C')]",[],"[(6, 'D'), (9, 'H')]",14.0
0,"[(5, 'H'), (8, 'S'), (3, 'H'), (2, 'S'), (4, 'S'), (8, 'C'), (2, 'C'), (1, 'H')]","[(9, 'D'), (1, 'S'), (3, 'S'), (1, 'D'), (11, 'C'), (13, 'C'), (6, 'D'), (9, 'H')]",[],"[(5, 'H')]",0.0
0,"[(8, 'S'), (3, 'H'), (2, 'S'), (4, 'S'), (8, 'C'), (2, 'C'), (1, 'H'), (11, 'H')]","[(9, 'D'), (1, 'S'), (3, 'S'), (1, 'D'), (11, 'C'), (13, 'C'), (6, 'D'), (9, 'H')]","[(5, 'H')]","[(8, 'S'), (2, 'S'), (4, 'S'), (11, 'H')]",16.0
0,"[(3, 'H'), (8, 'C'), (2, 'C'), (1, 'H'), (7, 'S'), (7, 'C'), (13, 'S'), (10, 'S')]","[(9, 'D'), (1, 'S'), (3, 'S'), (1, 'D'), (11, 'C'), (13, 'C'), (6, 'D'), (9, 'H'), (8, 'S'), (2, 'S'), (4, 'S'), (11, 'H')]","[(5, 'H')]","[(3, 'H'), (1, 'H'), (7, 'S')]",12.0
1,"[(6, 'H'), (7, 'H'), (11, 'H'), (12, 'S'), (11, 'D'), (4, 'C'), (4, 'D'), (2, 'H')]",[],[],"[(6, 'H'), (7, 'H'), (11, 'H')]",16.0
1,"[(12, 'S'), (11, 'D'), (4, 'C'), (4, 'D'), (2, 'H'), (5, 'H'), (5, 'C'), (4, 'S')]","[(6, 'H'), (7, 'H'), (11, 'H')]",[],"[(12, 'S'), (11, 'D')]",17.0
1,"[(4, 'C'), (4, 'D'), (2, 'H'), (5, 'H'), (5, 'C'), (4, 'S'), (9, 'H'), (12, 'H')]","[(6, 'H'), (7, 'H'), (11, 'H'), (12, 'S'), (11, 'D')]",[],"[(4, 'C'), (4, 'D')]",36.0
1,"[(2, 'H'), (5, 'H'), (5, 'C'), (4, 'S'), (9, 'H'), (12, 'H'), (6, 'D'), (8, 'D')]","[(6, 'H'), (7, 'H'), (11, 'H'), (12, 'S'), (11, 'D'), (4, 'C'), (4, 'D')]",[],"[(5, 'H'), (5, 'C'), (12, 'H')]",40.0
1,"[(2, 'H'), (4, 'S'), (9, 'H'), (6, 'D'), (8, 'D'), (12, 'D'), (4, 'H'), (2, 'D')]","[(6, 'H'), (7, 'H'), (11, 'H'), (12, 'S'), (11, 'D'), (4, 'C'), (4, 'D'), (5, 'H'), (5, 'C'), (12, 'H')]",[],"[(2, 'H')]",16.0
1,"[(4, 'S'), (9, 'H'), (6, 'D'), (8, 'D'), (12, 'D'), (4, 'H'), (2, 'D'), (6, 'S')]","[(6, 'H'), (7, 'H'), (11, 'H'), (12, 'S'), (11, 'D'), (4, 'C'), (4, 'D'), (5, 'H'), (5, 'C'), (12, 'H')]","[(2, 'H')]","[(4, 'S'), (9, 'H'), (6, 'D'), (8, 'D'), (12, 'D')]",17.0
2,"[(5, 'S'), (4, 'C'), (2, 'C'), (6, 'D'), (8, 'H'), (4, 'S'), (6, 'C'), (3, 'C')]",[],[],"[(5, 'S'), (6, 'D'), (8, 'H'), (6, 'C'), (3, 'C')]",44.0
2,"[(4, 'C'), (2, 'C'), (4, 'S'), (1, 'H'), (9, 'S'), (5, 'C'), (11, 'C'), (11, 'H')]","[(5, 'S'), (6, 'D'), (8, 'H'), (6, 'C'), (3, 'C')]",[],"[(4, 'C'), (4, 'S'), (1, 'H'), (11, 'C'), (11, 'H')]",100.0
2,"[(2, 'C'), (9, 'S'), (5, 'C'), (7, 'H'), (3, 'S'), (10, 'C'), (9, 'C'), (10, 'S')]","[(5, 'S'), (6, 'D'), (8, 'H'), (6, 'C'), (3, 'C'), (4, 'C'), (4, 'S'), (1, 'H'), (11, 'C'), (11, 'H')]",[],"[(2, 'C'), (5, 'C'), (10, 'C'), (9, 'C')]",15.0
2,"[(9, 'S'), (7, 'H'), (3, 'S'), (10, 'S'), (2, 'H'), (2, 'D'), (8, 'C'), (11, 'D')]","[(5, 'S'), (6, 'D'), (8, 'H'), (6, 'C'), (3, 'C'), (4, 'C'), (4, 'S'), (1, 'H'), (11, 'C'), (11, 'H'), (2, 'C'), (5, 'C'), (10, 'C'), (9, 'C')]",[],"[(9, 'S')]",0.0
2,"[(7, 'H'), (3, 'S'), (10, 'S'), (2, 'H'), (2, 'D'), (8, 'C'), (11, 'D'), (10, 'H')]","[(5, 'S'), (6, 'D'), (8, 'H'), (6, 'C'), (3, 'C'), (4, 'C'), (4, 'S'), (1, 'H'), (11, 'C'), (11, 'H'), (2, 'C'), (5, 'C'), (10, 'C'), (9, 'C')]","[(9, 'S')]","[(7, 'H'), (10, 'S'), (10, 'H')]",60.0
2,"[(3, 'S'), (2, 'H'), (2, 'D'), (8, 'C'), (11, 'D'), (4, 'H'), (9, 'D'), (3, 'D')]","[(5, 'S'), (6, 'D'), (8, 'H'), (6, 'C'), (3, 'C'), (4, 'C'), (4, 'S'), (1, 'H'), (11, 'C'), (11, 'H'), (2, 'C'), (5, 'C'), (10, 'C'), (9, 'C'), (7, 'H'), (10, 'S'), (10, 'H')]","[(9, 'S')]","[(3, 'S'), (2, 'H')]",8.0
3,"[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D'), (10, 'S'), (7, 'D'), (3, 'D'), (13, 'C')]",[],[],"[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D')]",13.0
3,"[(10, 'S'), (7, 'D'), (3, 'D'), (13, 'C'), (13, 'D'), (12, 'S'), (6, 'S'), (4, 'C')]","[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D')]",[],"[(10, 'S'), (13, 'C'), (13, 'D'), (12, 'S')]",72.0
3,"[(7, 'D'), (3, 'D'), (6, 'S'), (4, 'C'), (4, 'H'), (12, 'D'), (3, 'S'), (2, 'H')]","[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D'), (10, 'S'), (13, 'C'), (13, 'D'), (12, 'S')]",[],"[(7, 'D'), (3, 'D')]",36.0
3,"[(6, 'S'), (4, 'C'), (4, 'H'), (12, 'D'), (3, 'S'), (2, 'H'), (2, 'S'), (12, 'C')]","[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D'), (10, 'S'), (13, 'C'), (13, 'D'), (12, 'S')]","[(7, 'D'), (3, 'D')]","[(4, 'C'), (4, 'H')]",0.0
3,"[(6, 'S'), (12, 'D'), (3, 'S'), (2, 'H'), (2, 'S'), (12, 'C'), (10, 'C'), (1, 'C')]","[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D'), (10, 'S'), (13, 'C'), (13, 'D'), (12, 'S')]","[(7, 'D'), (3, 'D'), (4, 'C'), (4, 'H')]","[(6, 'S')]",0.0
3,"[(12, 'D'), (3, 'S'), (2, 'H'), (2, 'S'), (12, 'C'), (10, 'C'), (1, 'C'), (4, 'D')]","[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D'), (10, 'S'), (13, 'C'), (13, 'D'), (12, 'S')]","[(7, 'D'), (3, 'D'), (4, 'C'), (4, 'H'), (6, 'S')]","[(12, 'D'), (2, 'H'), (2, 'S')]",28.0
3,"[(3, 'S'), (12, 'C'), (10, 'C'), (1, 'C'), (4, 'D'), (1, 'D'), (13, 'H'), (7, 'S')]","[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D'), (10, 'S'), (13, 'C'), (13, 'D'), (12, 'S'), (12, 'D'), (2, 'H'), (2, 'S')]","[(7, 'D'), (3, 'D'), (4, 'C'), (4, 'H'), (6, 'S')]","[(3, 'S'), (12, 'C'), (10, 'C')]",17.0
3,"[(1, 'C'), (4, 'D'), (1, 'D'), (13, 'H'), (7, 'S'), (5, 'H'), (12, 'H'), (10, 'H')]","[(8, 'D'), (1, 'H'), (2, 'D'), (6, 'D'), (10, 'S'), (13, 'C'), (13, 'D'), (12, 'S'), (12, 'D'), (2, 'H'), (2, 'S'), (3, 'S'), (12, 'C'), (10, 'C')]","[(7, 'D'), (3, 'D'), (4, 'C'), (4, 'H'), (6, 'S')]","[(1, 'C'), (1, 'D'), (13, 'H'), (7, 'S'), (5, 'H'), (12, 'H')]",24.0
4,"[(13, 'C'), (5, 'D'), (6, 'D'), (10, 'C'), (10, 'D'), (7, 'C'), (13, 'S'), (12, 'S')]",[],[],"[(13, 'C'), (10, 'C'), (10, 'D'), (13, 'S'), (12, 'S')]",132.0
4,"[(5, 'D'), (6, 'D'), (7, 'C'), (6, 'S'), (8, 'S'), (7, 'S'), (9, 'C'), (9, 'H')]","[(13, 'C'), (10, 'C'), (10, 'D'), (13, 'S'), (12, 'S')]",[],"[(5, 'D'), (6, 'D')]",11.0
4,"[(7, 'C'), (6, 'S'), (8, 'S'), (7, 'S'), (9, 'C'), (9, 'H'), (7, 'H'), (7, 'D')]","[(13, 'C'), (10, 'C'), (10, 'D'), (13, 'S'), (12, 'S'), (5, 'D'), (6, 'D')]",[],"[(7, 'C'), (8, 'S'), (7, 'S'), (9, 'C')]",48.0
4,"[(6, 'S'), (9, 'H'), (7, 'H'), (7, 'D'), (1, 'D'), (3, 'C'), (4, 'D'), (11, 'C')]","[(13, 'C'), (10, 'C'), (10, 'D'), (13, 'S'), (12, 'S'), (5, 'D'), (6, 'D'), (7, 'C'), (8, 'S'), (7, 'S'), (9, 'C')]",[],"[(6, 'S'), (9, 'H'), (7, 'H'), (7, 'D')]",48.0
4,"[(1, 'D'), (3, 'C'), (4, 'D'), (11, 'C'), (3, 'D'), (10, 'H'), (12, 'D'), (6, 'C')]","[(13, 'C'), (10, 'C'), (10, 'D'), (13, 'S'), (12, 'S'), (5, 'D'), (6, 'D'), (7, 'C'), (8, 'S'), (7, 'S'), (9, 'C'), (6, 'S'), (9, 'H'), (7, 'H'), (7, 'D')]",[],"[(1, 'D'), (11, 'C'), (3, 'D'), (12, 'D')]",17.0
5,"[(10, 'H'), (6, 'S'), (7, 'D'), (13, 'C'), (3, 'D'), (10, 'S'), (13, 'H'), (1, 'S')]",[],[],"[(10, 'H'), (7, 'D'), (13, 'C')]",18.0
5,"[(6, 'S'), (3, 'D'), (10, 'S'), (13, 'H'), (1, 'S'), (11, 'C'), (11, 'S'), (6, 'D')]","[(10, 'H'), (7, 'D'), (13, 'C')]",[],"[(6, 'S'), (10, 'S'), (13, 'H'), (11, 'C'), (11, 'S')]",64.0
5,"[(3, 'D'), (1, 'S'), (6, 'D'), (12, 'S'), (5, 'C'), (7, 'H'), (5, 'H'), (2, 'D')]","[(10, 'H'), (7, 'D'), (13, 'C'), (6, 'S'), (10, 'S'), (13, 'H'), (11, 'C'), (11, 'S')]",[],"[(3, 'D'), (12, 'S'), (5, 'C'), (7, 'H')]",17.0
5,"[(1, 'S'), (6, 'D'), (5, 'H'), (2, 'D'), (10, 'C'), (8, 'S'), (5, 'S'), (6, 'C')]","[(10, 'H'), (7, 'D'), (13, 'C'), (6, 'S'), (10, 'S'), (13, 'H'), (11, 'C'), (11, 'S'), (3, 'D'), (12, 'S'), (5, 'C'), (7, 'H')]",[],"[(1, 'S')]",0.0
5,"[(6, 'D'), (5, 'H'), (2, 'D'), (10, 'C'), (8, 'S'), (5, 'S'), (6, 'C'), (12, 'C')]","[(10, 'H'), (7, 'D'), (13, 'C'), (6, 'S'), (10, 'S'), (13, 'H'), (11, 'C'), (11, 'S'), (3, 'D'), (12, 'S'), (5, 'C'), (7, 'H')]","[(1, 'S')]","[(6, 'D'), (10, 'C'), (8, 'S'), (12, 'C')]",17.0
5,"[(5, 'H'), (2, 'D'), (5, 'S'), (6, 'C'), (9, 'C'), (4, 'C'), (5, 'D'), (4, 'H')]","[(10, 'H'), (7, 'D'), (13, 'C'), (6, 'S'), (10, 'S'), (13, 'H'), (11, 'C'), (11, 'S'), (3, 'D'), (12, 'S'), (5, 'C'), (7, 'H'), (6, 'D'), (10, 'C'), (8, 'S'), (12, 'C')]","[(1, 'S')]","[(5, 'H'), (5, 'S')]",0.0
5,"[(2, 'D'), (6, 'C'), (9, 'C'), (4, 'C'), (5, 'D'), (4, 'H'), (13, 'S'), (1, 'D')]","[(10, 'H'), (7, 'D'), (13, 'C'), (6, 'S'), (10, 'S'), (13, 'H'), (11, 'C'), (11, 'S'), (3, 'D'), (12, 'S'), (5, 'C'), (7, 'H'), (6, 'D'), (10, 'C'), (8, 'S'), (12, 'C')]","[(1, 'S'), (5, 'H'), (5, 'S')]","[(2, 'D')]",0.0
5,"[(6, 'C'), (9, 'C'), (4, 'C'), (5, 'D'), (4, 'H'), (13, 'S'), (1, 'D'), (11, 'H')]","[(10, 'H'), (7, 'D'), (13, 'C'), (6, 'S'), (10, 'S'), (13, 'H'), (11, 'C'), (11, 'S'), (3, 'D'), (12, 'S'), (5, 'C'), (7, 'H'), (6, 'D'), (10, 'C'), (8, 'S'), (12, 'C')]","[(1, 'S'), (5, 'H'), (5, 'S'), (2, 'D')]","[(6, 'C'), (9, 'C'), (4, 'C')]",14.0
6,"[(13, 'D'), (11, 'D'), (3, 'S'), (10, 'H'), (9, 'C'), (2, 'D'), (10, 'C'), (7, 'S')]",[],[],"[(13, 'D'), (11, 'D')]",18.0
6,"[(3, 'S'), (10, 'H'), (9, 'C'), (2, 'D'), (10, 'C'), (7, 'S'), (8, 'C'), (4, 'D')]","[(13, 'D'), (11, 'D')]",[],"[(10, 'H'), (9, 'C'), (10, 'C')]",60.0
6,"[(3, 'S'), (2, 'D'), (7, 'S'), (8, 'C'), (4, 'D'), (3, 'H'), (7, 'C'), (13, 'S')]","[(13, 'D'), (11, 'D'), (10, 'H'), (9, 'C'), (10, 'C')]",[],"[(3, 'S'), (7, 'S'), (7, 'C'), (13, 'S')]",48.0
6,"[(2, 'D'), (8, 'C'), (4, 'D'), (3, 'H'), (8, 'H'), (9, 'H'), (10, 'D'), (5, 'C')]","[(13, 'D'), (11, 'D'), (10, 'H'), (9, 'C'), (10, 'C'), (3, 'S'), (7, 'S'), (7, 'C'), (13, 'S')]",[],"[(8, 'C'), (8, 'H'), (9, 'H'), (10, 'D')]",52.0
6,"[(2, 'D'), (4, 'D'), (3, 'H'), (5, 'C'), (12, 'C'), (6, 'C'), (3, 'D'), (1, 'C')]","[(13, 'D'), (11, 'D'), (10, 'H'), (9, 'C'), (10, 'C'), (3, 'S'), (7, 'S'), (7, 'C'), (13, 'S'), (8, 'C'), (8, 'H'), (9, 'H'), (10, 'D')]",[],"[(2, 'D'), (4, 'D')]",0.0
6,"[(3, 'H'), (5, 'C'), (12, 'C'), (6, 'C'), (3, 'D'), (1, 'C'), (5, 'S'), (11, 'H')]","[(13, 'D'), (11, 'D'), (10, 'H'), (9, 'C'), (10, 'C'), (3, 'S'), (7, 'S'), (7, 'C'), (13, 'S'), (8, 'C'), (8, 'H'), (9, 'H'), (10, 'D')]","[(2, 'D'), (4, 'D')]","[(3, 'H'), (5, 'C'), (12, 'C'), (6, 'C')]",17.0
7,"[(13, 'D'), (13, 'S'), (3, 'C'), (2, 'D'), (8, 'D'), (10, 'H'), (2, 'H'), (6, 'S')]",[],[],"[(13, 'D'), (13, 'S')]",72.0
7,"[(3, 'C'), (2, 'D'), (8, 'D'), (10, 'H'), (2, 'H'), (6, 'S'), (10, 'D'), (2, 'S')]","[(13, 'D'), (13, 'S')]",[],"[(3, 'C'), (10, 'H'), (2, 'H'), (10, 'D')]",60.0
7,"[(2, 'D'), (8, 'D'), (6, 'S'), (2, 'S'), (12, 'C'), (3, 'D'), (5, 'H'), (5, 'D')]","[(13, 'D'), (13, 'S'), (3, 'C'), (10, 'H'), (2, 'H'), (10, 'D')]",[],"[(2, 'D'), (12, 'C'), (3, 'D'), (5, 'H'), (5, 'D')]",40.0
7,"[(8, 'D'), (6, 'S'), (2, 'S'), (7, 'S'), (10, 'S'), (3, 'S'), (9, 'S'), (7, 'H')]","[(13, 'D'), (13, 'S'), (3, 'C'), (10, 'H'), (2, 'H'), (10, 'D'), (2, 'D'), (12, 'C'), (3, 'D'), (5, 'H'), (5, 'D')]",[],"[(8, 'D'), (6, 'S'), (2, 'S'), (7, 'S'), (10, 'S')]",15.0
7,"[(3, 'S'), (9, 'S'), (7, 'H'), (6, 'D'), (5, 'S'), (7, 'D'), (13, 'C'), (11, 'C')]","[(13, 'D'), (13, 'S'), (3, 'C'), (10, 'H'), (2, 'H'), (10, 'D'), (2, 'D'), (12, 'C'), (3, 'D'), (5, 'H'), (5, 'D'), (8, 'D'), (6, 'S'), (2, 'S'), (7, 'S'), (10, 'S')]",[],"[(3, 'S')]",36.0
7,"[(9, 'S'), (7, 'H'), (6, 'D'), (5, 'S'), (7, 'D'), (13, 'C'), (11, 'C'), (9, 'D')]","[(13, 'D'), (13, 'S'), (3, 'C'), (10, 'H'), (2, 'H'), (10, 'D'), (2, 'D'), (12, 'C'), (3, 'D'), (5, 'H'), (5, 'D'), (8, 'D'), (6, 'S'), (2, 'S'), (7, 'S'), (10, 'S')]","[(3, 'S')]","[(9, 'S'), (7, 'H'), (6, 'D'), (5, 'S')]",14.0
8,"[(2, 'S'), (3, 'C'), (13, 'H'), (1, 'D'), (12, 'H'), (6, 'H'), (12, 'S'), (11, 'S')]",[],[],"[(2, 'S'), (3, 'C')]",8.0
8,"[(13, 'H'), (1, 'D'), (12, 'H'), (6, 'H'), (12, 'S'), (11, 'S'), (13, 'D'), (9, 'C')]","[(2, 'S'), (3, 'C')]",[],"[(13, 'H'), (12, 'H'), (6, 'H'), (13, 'D')]",72.0
8,"[(1, 'D'), (12, 'S'), (11, 'S'), (9, 'C'), (5, 'D'), (10, 'D'), (4, 'S'), (11, 'H')]","[(2, 'S'), (3, 'C'), (13, 'H'), (12, 'H'), (6, 'H'), (13, 'D')]",[],"[(1, 'D'), (12, 'S'), (11, 'S')]",17.0
8,"[(9, 'C'), (5, 'D'), (10, 'D'), (4, 'S'), (11, 'H'), (13, 'C'), (5, 'H'), (7, 'H')]","[(2, 'S'), (3, 'C'), (13, 'H'), (12, 'H'), (6, 'H'), (13, 'D'), (1, 'D'), (12, 'S'), (11, 'S')]",[],"[(9, 'C'), (10, 'D'), (11, 'H'), (5, 'H'), (7, 'H')]",16.0
8,"[(5, 'D'), (4, 'S'), (13, 'C'), (2, 'C'), (8, 'C'), (11, 'C'), (12, 'C'), (6, 'C')]","[(2, 'S'), (3, 'C'), (13, 'H'), (12, 'H'), (6, 'H'), (13, 'D'), (1, 'D'), (12, 'S'), (11, 'S'), (9, 'C'), (10, 'D'), (11, 'H'), (5, 'H'), (7, 'H')]",[],"[(5, 'D')]",0.0
8,"[(4, 'S'), (13, 'C'), (2, 'C'), (8, 'C'), (11, 'C'), (12, 'C'), (6, 'C'), (4, 'C')]","[(2, 'S'), (3, 'C'), (13, 'H'), (12, 'H'), (6, 'H'), (13, 'D'), (1, 'D'), (12, 'S'), (11, 'S'), (9, 'C'), (10, 'D'), (11, 'H'), (5, 'H'), (7, 'H')]","[(5, 'D')]","[(13, 'C'), (2, 'C'), (8, 'C'), (11, 'C'), (12, 'C')]",324.0
9,"[(6, 'D'), (5, 'C'), (11, 'H'), (3, 'H'), (4, 'C'), (2, 'D'), (1, 'S'), (10, 'H')]",[],[],"[(6, 'D'), (5, 'C'), (11, 'H')]",16.0
9,"[(3, 'H'), (4, 'C'), (2, 'D'), (1, 'S'), (10, 'H'), (2, 'C'), (9, 'C'), (6, 'C')]","[(6, 'D'), (5, 'C'), (11, 'H')]",[],"[(3, 'H'), (10, 'H'), (2, 'C'), (9, 'C'), (6, 'C')]",15.0
9,"[(4, 'C'), (2, 'D'), (1, 'S'), (8, 'H'), (10, 'S'), (11, 'C'), (7, 'D'), (7, 'C')]","[(6, 'D'), (5, 'C'), (11, 'H'), (3, 'H'), (10, 'H'), (2, 'C'), (9, 'C'), (6, 'C')]",[],"[(4, 'C'), (8, 'H'), (10, 'S'), (11, 'C'), (7, 'D')]",16.0
9,"[(2, 'D'), (1, 'S'), (7, 'C'), (6, 'H'), (10, 'D'), (4, 'D'), (3, 'D'), (8, 'C')]","[(6, 'D'), (5, 'C'), (11, 'H'), (3, 'H'), (10, 'H'), (2, 'C'), (9, 'C'), (6, 'C'), (4, 'C'), (8, 'H'), (10, 'S'), (11, 'C'), (7, 'D')]",[],"[(2, 'D'), (1, 'S'), (7, 'C')]",12.0
9,"[(6, 'H'), (10, 'D'), (4, 'D'), (3, 'D'), (8, 'C'), (10, 'C'), (2, 'S'), (7, 'S')]","[(6, 'D'), (5, 'C'), (11, 'H'), (3, 'H'), (10, 'H'), (2, 'C'), (9, 'C'), (6, 'C'), (4, 'C'), (8, 'H'), (10, 'S'), (11, 'C'), (7, 'D'), (2, 'D'), (1, 'S'), (7, 'C')]",[],"[(6, 'H'), (10, 'D'), (4, 'D')]",15.0
10,"[(4, 'D'), (12, 'H'), (7, 'S'), (10, 'C'), (5, 'D'), (10, 'D'), (13, 'H'), (1, 'D')]",[],[],"[(4, 'D'), (12, 'H')]",17.0
10,"[(7, 'S'), (10, 'C'), (5, 'D'), (10, 'D'), (13, 'H'), (1, 'D'), (11, 'S'), (9, 'D')]","[(4, 'D'), (12, 'H')]",[],"[(7, 'S'), (10, 'C'), (10, 'D'), (13, 'H'), (11, 'S'), (9, 'D')]",60.0
10,"[(5, 'D'), (1, 'D'), (6, 'C'), (9, 'C'), (9, 'S'), (13, 'D'), (4, 'S'), (2, 'S')]","[(4, 'D'), (12, 'H'), (7, 'S'), (10, 'C'), (10, 'D'), (13, 'H'), (11, 'S'), (9, 'D')]",[],"[(5, 'D'), (1, 'D')]",10.0
10,"[(6, 'C'), (9, 'C'), (9, 'S'), (13, 'D'), (4, 'S'), (2, 'S'), (4, 'C'), (10, 'S')]","[(4, 'D'), (12, 'H'), (7, 'S'), (10, 'C'), (10, 'D'), (13, 'H'), (11, 'S'), (9, 'D'), (5, 'D'), (1, 'D')]",[],"[(9, 'C'), (9, 'S')]",56.0
10,"[(6, 'C'), (13, 'D'), (4, 'S'), (2, 'S'), (4, 'C'), (10, 'S'), (2, 'C'), (8, 'S')]","[(4, 'D'), (12, 'H'), (7, 'S'), (10, 'C'), (10, 'D'), (13, 'H'), (11, 'S'), (9, 'D'), (5, 'D'), (1, 'D'), (9, 'C'), (9, 'S')]",[],"[(6, 'C'), (4, 'S')]",0.0
10,"[(13, 'D'), (2, 'S'), (4, 'C'), (10, 'S'), (2, 'C'), (8, 'S'), (3, 'C'), (5, 'C')]","[(4, 'D'), (12, 'H'), (7, 'S'), (10, 'C'), (10, 'D'), (13, 'H'), (11, 'S'), (9, 'D'), (5, 'D'), (1, 'D'), (9, 'C'), (9, 'S')]","[(6, 'C'), (4, 'S')]","[(13, 'D'), (10, 'S'), (2, 'C'), (8, 'S')]",18.0
11,"[(8, 'C'), (12, 'S'), (6, 'C'), (3, 'S'), (1, 'H'), (8, 'D'), (7, 'C'), (8, 'S')]",[],[],"[(8, 'C'), (8, 'D'), (7, 'C'), (8, 'S')]",162.0
11,"[(12, 'S'), (6, 'C'), (3, 'S'), (1, 'H'), (7, 'H'), (5, 'C'), (11, 'D'), (13, 'D')]","[(8, 'C'), (8, 'D'), (7, 'C'), (8, 'S')]",[],"[(12, 'S'), (1, 'H'), (7, 'H'), (11, 'D'), (13, 'D')]",18.0
11,"[(6, 'C'), (3, 'S'), (5, 'C'), (13, 'S'), (13, 'C'), (3, 'C'), (1, 'C'), (7, 'S')]","[(8, 'C'), (8, 'D'), (7, 'C'), (8, 'S'), (12, 'S'), (1, 'H'), (7, 'H'), (11, 'D'), (13, 'D')]",[],"[(6, 'C'), (5, 'C'), (13, 'S'), (13, 'C')]",72.0
11,"[(3, 'S'), (3, 'C'), (1, 'C'), (7, 'S'), (8, 'H'), (2, 'S'), (9, 'D'), (5, 'H')]","[(8, 'C'), (8, 'D'), (7, 'C'), (8, 'S'), (12, 'S'), (1, 'H'), (7, 'H'), (11, 'D'), (13, 'D'), (6, 'C'), (5, 'C'), (13, 'S'), (13, 'C')]",[],"[(3, 'S'), (3, 'C')]",32.0
11,"[(1, 'C'), (7, 'S'), (8, 'H'), (2, 'S'), (9, 'D'), (5, 'H'), (3, 'H'), (7, 'D')]","[(8, 'C'), (8, 'D'), (7, 'C'), (8, 'S'), (12, 'S'), (1, 'H'), (7, 'H'), (11, 'D'), (13, 'D'), (6, 'C'), (5, 'C'), (13, 'S'), (13, 'C'), (3, 'S'), (3, 'C')]",[],"[(1, 'C')]",112.0
11,"[(7, 'S'), (8, 'H'), (2, 'S'), (9, 'D'), (5, 'H'), (3, 'H'), (7, 'D'), (6, 'S')]","[(8, 'C'), (8, 'D'), (7, 'C'), (8, 'S'), (12, 'S'), (1, 'H'), (7, 'H'), (11, 'D'), (13, 'D'), (6, 'C'), (5, 'C'), (13, 'S'), (13, 'C'), (3, 'S'), (3, 'C')]","[(1, 'C')]","[(7, 'S'), (8, 'H')]",13.0
12,"[(5, 'D'), (1, 'H'), (2, 'C'), (7, 'S'), (6, 'D'), (9, 'D'), (6, 'C'), (10, 'H')]",[],[],"[(5, 'D'), (1, 'H')]",10.0
12,"[(2, 'C'), (7, 'S'), (6, 'D'), (9, 'D'), (6, 'C'), (10, 'H'), (13, 'H'), (8, 'S')]","[(5, 'D'), (1, 'H')]",[],"[(6, 'D'), (9, 'D'), (6, 'C')]",44.0
12,"[(2, 'C'), (7, 'S'), (10, 'H'), (13, 'H'), (8, 'S'), (12, 'H'), (3, 'C'), (3, 'D')]","[(5, 'D'), (1, 'H'), (6, 'D'), (9, 'D'), (6, 'C')]",[],"[(2, 'C')]",51.0
12,"[(7, 'S'), (10, 'H'), (13, 'H'), (8, 'S'), (12, 'H'), (3, 'C'), (3, 'D'), (13, 'D')]","[(5, 'D'), (1, 'H'), (6, 'D'), (9, 'D'), (6, 'C')]","[(2, 'C')]","[(7, 'S'), (10, 'H'), (13, 'H')]",18.0
12,"[(8, 'S'), (12, 'H'), (3, 'C'), (3, 'D'), (13, 'D'), (10, 'C'), (6, 'S'), (6, 'H')]","[(5, 'D'), (1, 'H'), (6, 'D'), (9, 'D'), (6, 'C'), (7, 'S'), (10, 'H'), (13, 'H')]","[(2, 'C')]","[(8, 'S'), (12, 'H')]",17.0
12,"[(3, 'C'), (3, 'D'), (13, 'D'), (10, 'C'), (6, 'S'), (6, 'H'), (11, 'D'), (12, 'C')]","[(5, 'D'), (1, 'H'), (6, 'D'), (9, 'D'), (6, 'C'), (7, 'S'), (10, 'H'), (13, 'H'), (8, 'S'), (12, 'H')]","[(2, 'C')]","[(3, 'C'), (3, 'D')]",32.0
13,"[(9, 'D'), (11, 'C'), (12, 'S'), (4, 'S'), (6, 'D'), (11, 'D'), (5, 'H'), (4, 'H')]",[],[],"[(9, 'D'), (11, 'C'), (12, 'S')]",17.0
13,"[(4, 'S'), (6, 'D'), (11, 'D'), (5, 'H'), (4, 'H'), (3, 'D'), (10, 'C'), (6, 'S')]","[(9, 'D'), (11, 'C'), (12, 'S')]",[],"[(4, 'S'), (6, 'D'), (5, 'H'), (4, 'H')]",36.0
