episode,hand,played_cards,discarded_cards,selected_cards,reward
42,"[(5, 'D'), (7, 'C'), (3, 'S'), (6, 'H'), (9, 'D'), (7, 'S'), (11, 'H'), (6, 'S')]","[(1, 'S'), (1, 'D'), (10, 'C'), (9, 'S'), (13, 'S'), (10, 'S'), (11, 'C'), (13, 'C'), (12, 'H'), (2, 'H'), (10, 'H'), (8, 'H'), (11, 'S'), (12, 'S')]",[],"[(5, 'D')]",0.0
42,"[(7, 'C'), (3, 'S'), (6, 'H'), (9, 'D'), (7, 'S'), (11, 'H'), (6, 'S'), (8, 'S')]","[(1, 'S'), (1, 'D'), (10, 'C'), (9, 'S'), (13, 'S'), (10, 'S'), (11, 'C'), (13, 'C'), (12, 'H'), (2, 'H'), (10, 'H'), (8, 'H'), (11, 'S'), (12, 'S')]","[(5, 'D')]","[(7, 'C'), (6, 'H'), (7, 'S'), (11, 'H'), (8, 'S')]",48.0
43,"[(3, 'H'), (10, 'H'), (11, 'S'), (10, 'D'), (2, 'C'), (13, 'C'), (5, 'H'), (7, 'S')]",[],[],"[(3, 'H'), (10, 'H')]",15.0
43,"[(11, 'S'), (10, 'D'), (2, 'C'), (13, 'C'), (5, 'H'), (7, 'S'), (6, 'H'), (6, 'S')]","[(3, 'H'), (10, 'H')]",[],"[(11, 'S'), (10, 'D')]",16.0
43,"[(2, 'C'), (13, 'C'), (5, 'H'), (7, 'S'), (6, 'H'), (6, 'S'), (8, 'D'), (10, 'S')]","[(3, 'H'), (10, 'H'), (11, 'S'), (10, 'D')]",[],"[(13, 'C'), (6, 'H'), (6, 'S')]",44.0
43,"[(2, 'C'), (5, 'H'), (7, 'S'), (8, 'D'), (10, 'S'), (1, 'H'), (13, 'D'), (12, 'H')]","[(3, 'H'), (10, 'H'), (11, 'S'), (10, 'D'), (13, 'C'), (6, 'H'), (6, 'S')]",[],"[(2, 'C'), (5, 'H'), (7, 'S'), (8, 'D'), (10, 'S')]",15.0
43,"[(1, 'H'), (13, 'D'), (12, 'H'), (12, 'C'), (10, 'C'), (1, 'S'), (1, 'D'), (7, 'H')]","[(3, 'H'), (10, 'H'), (11, 'S'), (10, 'D'), (13, 'C'), (6, 'H'), (6, 'S'), (2, 'C'), (5, 'H'), (7, 'S'), (8, 'D'), (10, 'S')]",[],"[(1, 'H')]",0.0
43,"[(13, 'D'), (12, 'H'), (12, 'C'), (10, 'C'), (1, 'S'), (1, 'D'), (7, 'H'), (8, 'S')]","[(3, 'H'), (10, 'H'), (11, 'S'), (10, 'D'), (13, 'C'), (6, 'H'), (6, 'S'), (2, 'C'), (5, 'H'), (7, 'S'), (8, 'D'), (10, 'S')]","[(1, 'H')]","[(13, 'D'), (12, 'H')]",18.0
44,"[(1, 'D'), (3, 'C'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (8, 'H'), (11, 'S')]",[],[],"[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D')]",44.0
44,"[(3, 'C'), (8, 'H'), (11, 'S'), (7, 'S'), (13, 'S'), (5, 'C'), (3, 'D'), (10, 'D')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D')]",[],"[(3, 'C'), (11, 'S'), (7, 'S'), (13, 'S')]",18.0
44,"[(8, 'H'), (5, 'C'), (3, 'D'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (3, 'C'), (11, 'S'), (7, 'S'), (13, 'S')]",[],"[(8, 'H'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H')]",18.0
44,"[(5, 'C'), (3, 'D'), (10, 'C'), (2, 'S'), (12, 'H'), (11, 'D'), (9, 'S'), (4, 'D')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (3, 'C'), (11, 'S'), (7, 'S'), (13, 'S'), (8, 'H'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H')]",[],"[(5, 'C')]",188.0
44,"[(3, 'D'), (10, 'C'), (2, 'S'), (12, 'H'), (11, 'D'), (9, 'S'), (4, 'D'), (8, 'D')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (3, 'C'), (11, 'S'), (7, 'S'), (13, 'S'), (8, 'H'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H')]","[(5, 'C')]","[(3, 'D'), (10, 'C'), (12, 'H'), (11, 'D')]",17.0
44,"[(2, 'S'), (9, 'S'), (4, 'D'), (8, 'D'), (11, 'H'), (4, 'S'), (8, 'C'), (10, 'H')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (3, 'C'), (11, 'S'), (7, 'S'), (13, 'S'), (8, 'H'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H'), (3, 'D'), (10, 'C'), (12, 'H'), (11, 'D')]","[(5, 'C')]","[(2, 'S')]",0.0
44,"[(9, 'S'), (4, 'D'), (8, 'D'), (11, 'H'), (4, 'S'), (8, 'C'), (10, 'H'), (5, 'H')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (3, 'C'), (11, 'S'), (7, 'S'), (13, 'S'), (8, 'H'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H'), (3, 'D'), (10, 'C'), (12, 'H'), (11, 'D')]","[(5, 'C'), (2, 'S')]","[(9, 'S')]",0.0
44,"[(4, 'D'), (8, 'D'), (11, 'H'), (4, 'S'), (8, 'C'), (10, 'H'), (5, 'H'), (9, 'H')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (3, 'C'), (11, 'S'), (7, 'S'), (13, 'S'), (8, 'H'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H'), (3, 'D'), (10, 'C'), (12, 'H'), (11, 'D')]","[(5, 'C'), (2, 'S'), (9, 'S')]","[(4, 'D')]",0.0
44,"[(4, 'D'), (8, 'D'), (11, 'H'), (4, 'S'), (8, 'C'), (10, 'H'), (5, 'H'), (9, 'H')]","[(1, 'D'), (6, 'H'), (6, 'D'), (13, 'D'), (12, 'D'), (3, 'C'), (11, 'S'), (7, 'S'), (13, 'S'), (8, 'H'), (10, 'D'), (7, 'C'), (11, 'C'), (13, 'H'), (1, 'H'), (3, 'D'), (10, 'C'), (12, 'H'), (11, 'D')]","[(5, 'C'), (2, 'S'), (9, 'S')]","[(11, 'H'), (10, 'H'), (5, 'H'), (9, 'H')]",16.0
45,"[(8, 'D'), (1, 'S'), (10, 'H'), (11, 'S'), (4, 'C'), (9, 'C'), (8, 'S'), (12, 'H')]",[],[],"[(8, 'D'), (1, 'S'), (10, 'H'), (11, 'S')]",16.0
45,"[(4, 'C'), (9, 'C'), (8, 'S'), (12, 'H'), (13, 'C'), (5, 'C'), (5, 'D'), (3, 'H')]","[(8, 'D'), (1, 'S'), (10, 'H'), (11, 'S')]",[],"[(4, 'C'), (9, 'C'), (12, 'H'), (13, 'C')]",18.0
45,"[(8, 'S'), (5, 'C'), (5, 'D'), (3, 'H'), (5, 'H'), (12, 'S'), (13, 'D'), (6, 'C')]","[(8, 'D'), (1, 'S'), (10, 'H'), (11, 'S'), (4, 'C'), (9, 'C'), (12, 'H'), (13, 'C')]",[],"[(5, 'C'), (5, 'D'), (5, 'H')]",135.0
45,"[(8, 'S'), (3, 'H'), (12, 'S'), (13, 'D'), (6, 'C'), (6, 'S'), (7, 'D'), (7, 'H')]","[(8, 'D'), (1, 'S'), (10, 'H'), (11, 'S'), (4, 'C'), (9, 'C'), (12, 'H'), (13, 'C'), (5, 'C'), (5, 'D'), (5, 'H')]",[],"[(8, 'S'), (12, 'S'), (13, 'D')]",18.0
45,"[(3, 'H'), (6, 'C'), (6, 'S'), (7, 'D'), (7, 'H'), (7, 'S'), (7, 'C'), (10, 'S')]","[(8, 'D'), (1, 'S'), (10, 'H'), (11, 'S'), (4, 'C'), (9, 'C'), (12, 'H'), (13, 'C'), (5, 'C'), (5, 'D'), (5, 'H'), (8, 'S'), (12, 'S'), (13, 'D')]",[],"[(6, 'S'), (7, 'D'), (7, 'H'), (7, 'S')]",153.0
46,"[(12, 'D'), (1, 'H'), (4, 'C'), (5, 'C'), (3, 'H'), (11, 'S'), (10, 'D'), (8, 'D')]",[],[],"[(12, 'D'), (1, 'H'), (4, 'C'), (5, 'C')]",17.0
46,"[(3, 'H'), (11, 'S'), (10, 'D'), (8, 'D'), (7, 'C'), (6, 'D'), (10, 'H'), (7, 'H')]","[(12, 'D'), (1, 'H'), (4, 'C'), (5, 'C')]",[],"[(3, 'H'), (11, 'S'), (10, 'D')]",16.0
46,"[(8, 'D'), (7, 'C'), (6, 'D'), (10, 'H'), (7, 'H'), (3, 'C'), (10, 'C'), (6, 'S')]","[(12, 'D'), (1, 'H'), (4, 'C'), (5, 'C'), (3, 'H'), (11, 'S'), (10, 'D')]",[],"[(8, 'D'), (7, 'C'), (10, 'H'), (7, 'H')]",48.0
46,"[(6, 'D'), (3, 'C'), (10, 'C'), (6, 'S'), (6, 'H'), (3, 'S'), (2, 'D'), (8, 'H')]","[(12, 'D'), (1, 'H'), (4, 'C'), (5, 'C'), (3, 'H'), (11, 'S'), (10, 'D'), (8, 'D'), (7, 'C'), (10, 'H'), (7, 'H')]",[],"[(6, 'D'), (10, 'C'), (6, 'S'), (6, 'H')]",144.0
46,"[(3, 'C'), (3, 'S'), (2, 'D'), (8, 'H'), (12, 'H'), (13, 'C'), (2, 'S'), (13, 'H')]","[(12, 'D'), (1, 'H'), (4, 'C'), (5, 'C'), (3, 'H'), (11, 'S'), (10, 'D'), (8, 'D'), (7, 'C'), (10, 'H'), (7, 'H'), (6, 'D'), (10, 'C'), (6, 'S'), (6, 'H')]",[],"[(3, 'C'), (3, 'S')]",32.0
47,"[(13, 'D'), (8, 'C'), (12, 'H'), (13, 'C'), (13, 'S'), (3, 'C'), (4, 'H'), (6, 'C')]",[],[],"[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S')]",207.0
47,"[(8, 'C'), (3, 'C'), (4, 'H'), (6, 'C'), (1, 'S'), (1, 'C'), (7, 'D'), (12, 'S')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S')]",[],"[(8, 'C'), (6, 'C'), (1, 'S'), (1, 'C')]",24.0
47,"[(3, 'C'), (4, 'H'), (7, 'D'), (12, 'S'), (7, 'H'), (2, 'H'), (5, 'D'), (8, 'H')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S'), (8, 'C'), (6, 'C'), (1, 'S'), (1, 'C')]",[],"[(3, 'C')]",8.0
47,"[(4, 'H'), (7, 'D'), (12, 'S'), (7, 'H'), (2, 'H'), (5, 'D'), (8, 'H'), (2, 'C')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S'), (8, 'C'), (6, 'C'), (1, 'S'), (1, 'C')]","[(3, 'C')]","[(4, 'H'), (7, 'D')]",12.0
47,"[(12, 'S'), (7, 'H'), (2, 'H'), (5, 'D'), (8, 'H'), (2, 'C'), (9, 'H'), (6, 'H')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S'), (8, 'C'), (6, 'C'), (1, 'S'), (1, 'C'), (4, 'H'), (7, 'D')]","[(3, 'C')]","[(12, 'S')]",0.0
47,"[(7, 'H'), (2, 'H'), (5, 'D'), (8, 'H'), (2, 'C'), (9, 'H'), (6, 'H'), (9, 'D')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S'), (8, 'C'), (6, 'C'), (1, 'S'), (1, 'C'), (4, 'H'), (7, 'D')]","[(3, 'C'), (12, 'S')]","[(7, 'H')]",0.0
47,"[(2, 'H'), (5, 'D'), (8, 'H'), (2, 'C'), (9, 'H'), (6, 'H'), (9, 'D'), (12, 'C')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S'), (8, 'C'), (6, 'C'), (1, 'S'), (1, 'C'), (4, 'H'), (7, 'D')]","[(3, 'C'), (12, 'S'), (7, 'H')]","[(2, 'H'), (8, 'H'), (9, 'H'), (6, 'H')]",14.0
47,"[(5, 'D'), (2, 'C'), (9, 'D'), (12, 'C'), (8, 'D'), (5, 'S'), (11, 'D'), (10, 'H')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S'), (8, 'C'), (6, 'C'), (1, 'S'), (1, 'C'), (4, 'H'), (7, 'D'), (2, 'H'), (8, 'H'), (9, 'H'), (6, 'H')]","[(3, 'C'), (12, 'S'), (7, 'H')]","[(5, 'D')]",0.0
47,"[(5, 'D'), (2, 'C'), (9, 'D'), (12, 'C'), (8, 'D'), (5, 'S'), (11, 'D'), (10, 'H')]","[(13, 'D'), (12, 'H'), (13, 'C'), (13, 'S'), (8, 'C'), (6, 'C'), (1, 'S'), (1, 'C'), (4, 'H'), (7, 'D'), (2, 'H'), (8, 'H'), (9, 'H'), (6, 'H')]","[(3, 'C'), (12, 'S'), (7, 'H')]","[(5, 'D'), (9, 'D'), (8, 'D'), (11, 'D'), (10, 'H')]",16.0
48,"[(9, 'S'), (4, 'S'), (6, 'C'), (2, 'D'), (5, 'H'), (12, 'H'), (6, 'D'), (11, 'C')]",[],[],"[(9, 'S'), (12, 'H'), (11, 'C')]",17.0
48,"[(4, 'S'), (6, 'C'), (2, 'D'), (5, 'H'), (6, 'D'), (12, 'C'), (11, 'S'), (8, 'S')]","[(9, 'S'), (12, 'H'), (11, 'C')]",[],"[(4, 'S'), (6, 'C')]",11.0
48,"[(2, 'D'), (5, 'H'), (6, 'D'), (12, 'C'), (11, 'S'), (8, 'S'), (1, 'C'), (3, 'S')]","[(9, 'S'), (12, 'H'), (11, 'C'), (4, 'S'), (6, 'C')]",[],"[(2, 'D'), (6, 'D')]",11.0
48,"[(5, 'H'), (12, 'C'), (11, 'S'), (8, 'S'), (1, 'C'), (3, 'S'), (10, 'S'), (12, 'D')]","[(9, 'S'), (12, 'H'), (11, 'C'), (4, 'S'), (6, 'C'), (2, 'D'), (6, 'D')]",[],"[(5, 'H'), (12, 'C'), (11, 'S'), (8, 'S')]",17.0
48,"[(1, 'C'), (3, 'S'), (10, 'S'), (12, 'D'), (7, 'C'), (2, 'C'), (1, 'D'), (7, 'H')]","[(9, 'S'), (12, 'H'), (11, 'C'), (4, 'S'), (6, 'C'), (2, 'D'), (6, 'D'), (5, 'H'), (12, 'C'), (11, 'S'), (8, 'S')]",[],"[(1, 'C'), (10, 'S'), (7, 'C')]",15.0
49,"[(1, 'C'), (1, 'H'), (8, 'H'), (6, 'D'), (13, 'S'), (9, 'S'), (5, 'S'), (2, 'D')]",[],[],"[(1, 'C'), (1, 'H')]",24.0
49,"[(8, 'H'), (6, 'D'), (13, 'S'), (9, 'S'), (5, 'S'), (2, 'D'), (8, 'C'), (9, 'D')]","[(1, 'C'), (1, 'H')]",[],"[(8, 'H'), (13, 'S'), (9, 'S'), (5, 'S')]",18.0
49,"[(6, 'D'), (2, 'D'), (8, 'C'), (9, 'D'), (3, 'C'), (11, 'D'), (12, 'S'), (13, 'C')]","[(1, 'C'), (1, 'H'), (8, 'H'), (13, 'S'), (9, 'S'), (5, 'S')]",[],"[(6, 'D'), (9, 'D'), (11, 'D'), (12, 'S'), (13, 'C')]",18.0
49,"[(2, 'D'), (8, 'C'), (3, 'C'), (12, 'C'), (10, 'C'), (9, 'C'), (10, 'S'), (4, 'S')]","[(1, 'C'), (1, 'H'), (8, 'H'), (13, 'S'), (9, 'S'), (5, 'S'), (6, 'D'), (9, 'D'), (11, 'D'), (12, 'S'), (13, 'C')]",[],"[(8, 'C'), (3, 'C'), (12, 'C'), (10, 'C')]",17.0
49,"[(2, 'D'), (9, 'C'), (10, 'S'), (4, 'S'), (11, 'C'), (13, 'H'), (7, 'D'), (6, 'C')]","[(1, 'C'), (1, 'H'), (8, 'H'), (13, 'S'), (9, 'S'), (5, 'S'), (6, 'D'), (9, 'D'), (11, 'D'), (12, 'S'), (13, 'C'), (8, 'C'), (3, 'C'), (12, 'C'), (10, 'C')]",[],"[(2, 'D')]",207.0
49,"[(9, 'C'), (10, 'S'), (4, 'S'), (11, 'C'), (13, 'H'), (7, 'D'), (6, 'C'), (12, 'D')]","[(1, 'C'), (1, 'H'), (8, 'H'), (13, 'S'), (9, 'S'), (5, 'S'), (6, 'D'), (9, 'D'), (11, 'D'), (12, 'S'), (13, 'C'), (8, 'C'), (3, 'C'), (12, 'C'), (10, 'C')]","[(2, 'D')]","[(9, 'C'), (10, 'S')]",15.0
50,"[(2, 'D'), (11, 'H'), (10, 'H'), (11, 'S'), (4, 'H'), (7, 'C'), (8, 'S'), (1, 'S')]",[],[],"[(2, 'D'), (11, 'H'), (10, 'H')]",16.0
50,"[(11, 'S'), (4, 'H'), (7, 'C'), (8, 'S'), (1, 'S'), (3, 'C'), (5, 'S'), (9, 'D')]","[(2, 'D'), (11, 'H'), (10, 'H')]",[],"[(11, 'S'), (8, 'S'), (1, 'S')]",16.0
50,"[(4, 'H'), (7, 'C'), (3, 'C'), (5, 'S'), (9, 'D'), (2, 'H'), (1, 'H'), (8, 'H')]","[(2, 'D'), (11, 'H'), (10, 'H'), (11, 'S'), (8, 'S'), (1, 'S')]",[],"[(4, 'H'), (2, 'H'), (1, 'H'), (8, 'H')]",13.0
50,"[(7, 'C'), (3, 'C'), (5, 'S'), (9, 'D'), (7, 'H'), (9, 'S'), (1, 'D'), (12, 'H')]","[(2, 'D'), (11, 'H'), (10, 'H'), (11, 'S'), (8, 'S'), (1, 'S'), (4, 'H'), (2, 'H'), (1, 'H'), (8, 'H')]",[],"[(7, 'C'), (3, 'C')]",17.0
50,"[(5, 'S'), (9, 'D'), (7, 'H'), (9, 'S'), (1, 'D'), (12, 'H'), (9, 'C'), (10, 'S')]","[(2, 'D'), (11, 'H'), (10, 'H'), (11, 'S'), (8, 'S'), (1, 'S'), (4, 'H'), (2, 'H'), (1, 'H'), (8, 'H')]","[(7, 'C'), (3, 'C')]","[(5, 'S'), (7, 'H'), (9, 'S'), (12, 'H'), (9, 'C')]",56.0
50,"[(9, 'D'), (1, 'D'), (10, 'S'), (10, 'C'), (10, 'D'), (2, 'S'), (13, 'D'), (4, 'C')]","[(2, 'D'), (11, 'H'), (10, 'H'), (11, 'S'), (8, 'S'), (1, 'S'), (4, 'H'), (2, 'H'), (1, 'H'), (8, 'H'), (5, 'S'), (7, 'H'), (9, 'S'), (12, 'H'), (9, 'C')]","[(7, 'C'), (3, 'C')]","[(9, 'D'), (10, 'S'), (10, 'C'), (10, 'D')]",180.0
51,"[(12, 'S'), (6, 'D'), (8, 'D'), (10, 'S'), (10, 'C'), (6, 'H'), (4, 'C'), (11, 'D')]",[],[],"[(12, 'S'), (8, 'D'), (10, 'S'), (10, 'C')]",60.0
51,"[(6, 'D'), (6, 'H'), (4, 'C'), (11, 'D'), (13, 'S'), (3, 'S'), (9, 'D'), (7, 'H')]","[(12, 'S'), (8, 'D'), (10, 'S'), (10, 'C')]",[],"[(6, 'D'), (6, 'H')]",44.0
51,"[(4, 'C'), (11, 'D'), (13, 'S'), (3, 'S'), (9, 'D'), (7, 'H'), (2, 'C'), (8, 'C')]","[(12, 'S'), (8, 'D'), (10, 'S'), (10, 'C'), (6, 'D'), (6, 'H')]",[],"[(4, 'C'), (13, 'S'), (9, 'D')]",18.0
51,"[(11, 'D'), (3, 'S'), (7, 'H'), (2, 'C'), (8, 'C'), (6, 'C'), (5, 'C'), (7, 'D')]","[(12, 'S'), (8, 'D'), (10, 'S'), (10, 'C'), (6, 'D'), (6, 'H'), (4, 'C'), (13, 'S'), (9, 'D')]",[],"[(11, 'D'), (8, 'C'), (6, 'C'), (5, 'C')]",16.0
51,"[(3, 'S'), (7, 'H'), (2, 'C'), (7, 'D'), (13, 'H'), (9, 'H'), (5, 'S'), (3, 'C')]","[(12, 'S'), (8, 'D'), (10, 'S'), (10, 'C'), (6, 'D'), (6, 'H'), (4, 'C'), (13, 'S'), (9, 'D'), (11, 'D'), (8, 'C'), (6, 'C'), (5, 'C')]",[],"[(3, 'S')]",0.0
51,"[(7, 'H'), (2, 'C'), (7, 'D'), (13, 'H'), (9, 'H'), (5, 'S'), (3, 'C'), (11, 'C')]","[(12, 'S'), (8, 'D'), (10, 'S'), (10, 'C'), (6, 'D'), (6, 'H'), (4, 'C'), (13, 'S'), (9, 'D'), (11, 'D'), (8, 'C'), (6, 'C'), (5, 'C')]","[(3, 'S')]","[(7, 'H'), (7, 'D'), (13, 'H'), (9, 'H')]",48.0
52,"[(5, 'D'), (11, 'S'), (9, 'S'), (8, 'D'), (2, 'S'), (10, 'D'), (3, 'H'), (1, 'C')]",[],[],"[(5, 'D'), (11, 'S'), (9, 'S'), (8, 'D')]",16.0
52,"[(2, 'S'), (10, 'D'), (3, 'H'), (1, 'C'), (7, 'C'), (7, 'S'), (1, 'S'), (2, 'C')]","[(5, 'D'), (11, 'S'), (9, 'S'), (8, 'D')]",[],"[(2, 'S'), (3, 'H'), (1, 'C'), (7, 'C')]",12.0
52,"[(10, 'D'), (7, 'S'), (1, 'S'), (2, 'C'), (11, 'C'), (3, 'C'), (13, 'S'), (11, 'H')]","[(5, 'D'), (11, 'S'), (9, 'S'), (8, 'D'), (2, 'S'), (3, 'H'), (1, 'C'), (7, 'C')]",[],"[(10, 'D'), (1, 'S'), (2, 'C'), (11, 'C')]",16.0
52,"[(7, 'S'), (3, 'C'), (13, 'S'), (11, 'H'), (5, 'C'), (5, 'H'), (6, 'S'), (13, 'C')]","[(5, 'D'), (11, 'S'), (9, 'S'), (8, 'D'), (2, 'S'), (3, 'H'), (1, 'C'), (7, 'C'), (10, 'D'), (1, 'S'), (2, 'C'), (11, 'C')]",[],"[(7, 'S'), (13, 'S'), (11, 'H'), (6, 'S'), (13, 'C')]",72.0
52,"[(3, 'C'), (5, 'C'), (5, 'H'), (10, 'C'), (10, 'H'), (4, 'S'), (1, 'H'), (3, 'S')]","[(5, 'D'), (11, 'S'), (9, 'S'), (8, 'D'), (2, 'S'), (3, 'H'), (1, 'C'), (7, 'C'), (10, 'D'), (1, 'S'), (2, 'C'), (11, 'C'), (7, 'S'), (13, 'S'), (11, 'H'), (6, 'S'), (13, 'C')]",[],"[(5, 'C'), (5, 'H')]",40.0
53,"[(3, 'H'), (10, 'H'), (5, 'D'), (6, 'H'), (9, 'D'), (12, 'C'), (2, 'C'), (7, 'D')]",[],[],"[(3, 'H'), (10, 'H')]",15.0
53,"[(5, 'D'), (6, 'H'), (9, 'D'), (12, 'C'), (2, 'C'), (7, 'D'), (7, 'S'), (10, 'S')]","[(3, 'H'), (10, 'H')]",[],"[(5, 'D'), (6, 'H')]",11.0
53,"[(9, 'D'), (12, 'C'), (2, 'C'), (7, 'D'), (7, 'S'), (10, 'S'), (3, 'D'), (13, 'D')]","[(3, 'H'), (10, 'H'), (5, 'D'), (6, 'H')]",[],"[(9, 'D'), (12, 'C')]",17.0
53,"[(2, 'C'), (7, 'D'), (7, 'S'), (10, 'S'), (3, 'D'), (13, 'D'), (5, 'C'), (4, 'H')]","[(3, 'H'), (10, 'H'), (5, 'D'), (6, 'H'), (9, 'D'), (12, 'C')]",[],"[(7, 'D'), (7, 'S')]",48.0
53,"[(2, 'C'), (10, 'S'), (3, 'D'), (13, 'D'), (5, 'C'), (4, 'H'), (4, 'C'), (11, 'S')]","[(3, 'H'), (10, 'H'), (5, 'D'), (6, 'H'), (9, 'D'), (12, 'C'), (7, 'D'), (7, 'S')]",[],"[(2, 'C')]",0.0
53,"[(10, 'S'), (3, 'D'), (13, 'D'), (5, 'C'), (4, 'H'), (4, 'C'), (11, 'S'), (12, 'H')]","[(3, 'H'), (10, 'H'), (5, 'D'), (6, 'H'), (9, 'D'), (12, 'C'), (7, 'D'), (7, 'S')]","[(2, 'C')]","[(10, 'S'), (13, 'D'), (11, 'S'), (12, 'H')]",18.0
54,"[(8, 'C'), (10, 'D'), (11, 'H'), (3, 'C'), (6, 'C'), (4, 'C'), (12, 'D'), (8, 'S')]",[],[],"[(8, 'C'), (10, 'D'), (11, 'H')]",16.0
54,"[(3, 'C'), (6, 'C'), (4, 'C'), (12, 'D'), (8, 'S'), (4, 'H'), (12, 'C'), (10, 'C')]","[(8, 'C'), (10, 'D'), (11, 'H')]",[],"[(3, 'C'), (6, 'C'), (4, 'C')]",11.0
54,"[(12, 'D'), (8, 'S'), (4, 'H'), (12, 'C'), (10, 'C'), (9, 'D'), (6, 'S'), (6, 'H')]","[(8, 'C'), (10, 'D'), (11, 'H'), (3, 'C'), (6, 'C'), (4, 'C')]",[],"[(12, 'D'), (12, 'C'), (10, 'C')]",68.0
54,"[(8, 'S'), (4, 'H'), (9, 'D'), (6, 'S'), (6, 'H'), (7, 'C'), (4, 'S'), (13, 'D')]","[(8, 'C'), (10, 'D'), (11, 'H'), (3, 'C'), (6, 'C'), (4, 'C'), (12, 'D'), (12, 'C'), (10, 'C')]",[],"[(8, 'S'), (9, 'D'), (6, 'S')]",14.0
54,"[(4, 'H'), (6, 'H'), (7, 'C'), (4, 'S'), (13, 'D'), (13, 'H'), (2, 'C'), (10, 'H')]","[(8, 'C'), (10, 'D'), (11, 'H'), (3, 'C'), (6, 'C'), (4, 'C'), (12, 'D'), (12, 'C'), (10, 'C'), (8, 'S'), (9, 'D'), (6, 'S')]",[],"[(4, 'H'), (6, 'H'), (10, 'H')]",15.0
55,"[(3, 'D'), (4, 'C'), (10, 'D'), (6, 'S'), (2, 'C'), (13, 'S'), (11, 'S'), (5, 'D')]",[],[],"[(3, 'D'), (4, 'C')]",9.0
55,"[(10, 'D'), (6, 'S'), (2, 'C'), (13, 'S'), (11, 'S'), (5, 'D'), (8, 'S'), (1, 'C')]","[(3, 'D'), (4, 'C')]",[],"[(10, 'D'), (13, 'S'), (11, 'S'), (8, 'S')]",18.0
55,"[(6, 'S'), (2, 'C'), (5, 'D'), (1, 'C'), (11, 'D'), (4, 'H'), (5, 'C'), (3, 'C')]","[(3, 'D'), (4, 'C'), (10, 'D'), (13, 'S'), (11, 'S'), (8, 'S')]",[],"[(6, 'S'), (11, 'D'), (5, 'C'), (3, 'C')]",16.0
55,"[(2, 'C'), (5, 'D'), (1, 'C'), (4, 'H'), (12, 'C'), (13, 'H'), (8, 'C'), (10, 'H')]","[(3, 'D'), (4, 'C'), (10, 'D'), (13, 'S'), (11, 'S'), (8, 'S'), (6, 'S'), (11, 'D'), (5, 'C'), (3, 'C')]",[],"[(2, 'C'), (1, 'C'), (12, 'C'), (8, 'C'), (10, 'H')]",17.0
55,"[(5, 'D'), (4, 'H'), (13, 'H'), (1, 'H'), (3, 'H'), (1, 'S'), (4, 'S'), (7, 'D')]","[(3, 'D'), (4, 'C'), (10, 'D'), (13, 'S'), (11, 'S'), (8, 'S'), (6, 'S'), (11, 'D'), (5, 'C'), (3, 'C'), (2, 'C'), (1, 'C'), (12, 'C'), (8, 'C'), (10, 'H')]",[],"[(5, 'D'), (4, 'H'), (13, 'H'), (1, 'H')]",18.0
56,"[(10, 'C'), (6, 'S'), (8, 'C'), (10, 'D'), (3, 'D'), (5, 'H'), (9, 'H'), (6, 'C')]",[],[],"[(10, 'C'), (8, 'C'), (10, 'D')]",60.0
56,"[(6, 'S'), (3, 'D'), (5, 'H'), (9, 'H'), (6, 'C'), (1, 'D'), (12, 'D'), (2, 'D')]","[(10, 'C'), (8, 'C'), (10, 'D')]",[],"[(6, 'S'), (9, 'H'), (6, 'C')]",44.0
